tab	sites
site	location	samples	specimens	age	age_high	age_low	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	analysts	criteria	software_packages	citations	method_codes	result_quality	result_type	vgp_dm	vgp_dp	vgp_lat	vgp_lon	dir_n_specimens
CF31	Kallander Creek basalt	CF31.2:CF31.3:CF31.4:CF31.5:CF31.6:CF31.7:CF31.8	CF31.2b:CF31.3b:CF31.4b:CF31.5b:CF31.6b:CF31.7b:CF31.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    6.3 	HC	  270.5 	   56.5 	    94 	7.0	7 	0 	t	6.9362 	0	46.37142814	-90.63192182		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	    9.1 	    6.6 	   26.2 	  206.6 	7 
CF32	Kallander Creek basalt																			46.37150869	-90.63164673												
CF33	Kallander Creek basalt	CF33.2:CF33.5:CF33.7:CF33.8	CF33.2b:CF33.5b:CF33.7b:CF33.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	   12.5 	HC	  257.2 	   57.4 	    55 	4.0	4 	0 	t	3.9453 	0	46.37140278	-90.63165092		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	   18.3 	   13.4 	   19.0 	  215.0 	4 
CF33	Kallander Creek basalt	CF33.2:CF33.5:CF33.7:CF33.8	CF33.2b:CF33.5b:CF33.7b:CF33.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	   12.5 	HC	  298.8 	   17.2 	    55 	4.0	4 	0 	t	3.9454 	100	46.37140278	-90.63165092		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	   12.9 	    6.7 	   26.1 	  163.9 	4 
CF34	Kallander Creek basalt																			46.37128238	-90.63164555												
CF35	Kallander Creek basalt	CF35.3:CF35.4	CF35.3b:CF35.4b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    9.4 	HC	  290.6 	   -2.6 	   705 	2.0	2 	0 	t	1.9986 	100	46.37129315	-90.63151999		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	i	    9.4 	    4.7 	   13.1 	  163.3 	2 
CF35	Kallander Creek basalt	CF35.3:CF35.4	CF35.3b:CF35.4b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    9.5 	HC	  273.9 	   39.0 	   686 	2.0	2 	0 	t	1.9985 	0	46.37129315	-90.63151999		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	   11.3 	    6.8 	   18.4 	  192.4 	2 
CF4	Kallander Creek basalt	CF4.1:CF4.7:CF4.8	CF4.1b:CF4.7b:CF4.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	   33.1 	HC	  312.7 	   36.7 	    15 	3.0	3 	0 	n	2.8658 	100	46.37515993	-90.63617606		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	   38.7 	   22.6 	   43.7 	  161.7 	3 
CF4	Kallander Creek basalt	CF4.1:CF4.7:CF4.8	CF4.1b:CF4.7b:CF4.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	   33.2 	HC	  213.7 	   72.7 	    15 	3.0	3 	0 	t	2.8653 	0	46.37515993	-90.63617606		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	   59.0 	   52.5 	   18.1 	  251.4 	3 
CF5	Kallander Creek basalt	CF5.2:CF5.3:CF5.4:CF5.5:CF5.6:CF5.7:CF5.9	CF5.2b:CF5.3b:CF5.4b:CF5.5b:CF5.6b:CF5.7b:CF5.9b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	   13.8 	HC	  305.9 	   18.6 	    20 	7.0	7 	0 	t	6.7032 	100	46.37502288	-90.63629634		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	   14.4 	    7.5 	   31.3 	  158.5 	7 
CF5	Kallander Creek basalt	CF5.2:CF5.3:CF5.4:CF5.5:CF5.6:CF5.7:CF5.9	CF5.2b:CF5.3b:CF5.4b:CF5.5b:CF5.6b:CF5.7b:CF5.9b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	   13.8 	HC	  261.5 	   63.9 	    20 	7.0	7 	0 	t	6.7027 	0	46.37502288	-90.63629634		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	   22.0 	   17.5 	   26.5 	  218.7 	7 
CF6	Kallander Creek basalt	CF6.1:CF6.2:CF6.3:CF6.4:CF6.5:CF6.6:CF6.7	CF6.1b:CF6.2b:CF6.3b:CF6.4b:CF6.5b:CF6.6b:CF6.7b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    1.8 	HC	  244.0 	   67.4 	  1107 	7.0	7 	0 	t	6.9946 	0	46.37454306	-90.63602443		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	    3.0 	    2.5 	   21.3 	  231.3 	7 
CF6	Kallander Creek basalt	CF6.1:CF6.2:CF6.3:CF6.4:CF6.5:CF6.6:CF6.7	CF6.1b:CF6.2b:CF6.3b:CF6.4b:CF6.5b:CF6.6b:CF6.7b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    1.8 	HC	  306.3 	   26.6 	  1118 	7.0	7 	0 	t	6.9946 	100	46.37454306	-90.63602443		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	    2.0 	    1.1 	   34.9 	  161.8 	7 
CF7	Kallander Creek basalt	CF7.1:CF7.2:CF7.3:CF7.4:CF7.7:CF7.8	CF7.1b:CF7.2b:CF7.3b:CF7.4b:CF7.7b:CF7.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    5.5 	HC	  233.1 	   73.4 	   148 	6.0	6 	0 	t	5.9661 	0	46.37446465	-90.63593097		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	    9.9 	    8.8 	   24.2 	  242.7 	6 
CF7	Kallander Creek basalt	CF7.1:CF7.2:CF7.3:CF7.4:CF7.7:CF7.8	CF7.1b:CF7.2b:CF7.3b:CF7.4b:CF7.7b:CF7.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    5.5 	HC	  312.6 	   31.0 	   147 	6.0	6 	0 	n	5.9661 	100	46.37446465	-90.63593097		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	    6.1 	    3.4 	   41.0 	  158.4 	6 
CF8	Kallander Creek basalt	CF8.1:CF8.2:CF8.3:CF8.4:CF8.5:CF8.6:CF8.7:CF8.8	CF8.1b:CF8.2b:CF8.3b:CF8.4b:CF8.5b:CF8.6b:CF8.7b:CF8.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    2.8 	HC	  226.2 	   55.7 	   389 	8.0	8 	0 	t	7.9820 	0	46.37410444	-90.63574255		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	    4.0 	    2.9 	    2.5 	  233.7 	8 
CF8	Kallander Creek basalt	CF8.1:CF8.2:CF8.3:CF8.4:CF8.5:CF8.6:CF8.7:CF8.8	CF8.1b:CF8.2b:CF8.3b:CF8.4b:CF8.5b:CF8.6b:CF8.7b:CF8.8b	999.3302757961361	1998.6605515922722	0.0	999.3302757961361	Years Cal BP	    2.8 	HC	  291.6 	   32.9 	   390 	8.0	8 	0 	t	7.9821 	100	46.37410444	-90.63574255		ACCEPT	pmagpy-3.22.1: demag_gui.v.3.0	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	    3.2 	    1.8 	   27.7 	  176.7 	8 
CF9	Kallander Creek basalt																			46.37400570000001	-90.63577423												
