tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	North Shore Volcanics	ns034b	ns034	ns034b1	ns034b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	773	K		HEM	u	300.7	Hematite remanence.	l	52.3	2.1	7	100
This study	North Shore Volcanics	ns034c	ns034	ns034c1	ns034c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	773	K		HEM	u	306.4	Hematite remanence.	l	50.7	0.7	4	100
This study	North Shore Volcanics	ns034d	ns034	ns034d1	ns034d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	723	K		HEM	u	305.6	Hematite remanence.	l	53.8	3.1	5	100
This study	North Shore Volcanics	ns034g	ns034	ns034g1	ns034g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	273	K		HEM	u	292.9	Hematite remanence.	l	58.5	0.8	11	100
This study	North Shore Volcanics	ns036a	ns036	ns036a1	ns036a1 : LT-NO	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.015	T		HEM	u	295.1	Hematite remanence.	l	57.7	0.7	11	100
This study	North Shore Volcanics	ns036b	ns036	ns036b1	ns036b1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	773	K		HEM	u	295.6	Hematite remanence.	l	55.5	0.9	5	100
This study	North Shore Volcanics	ns036d	ns036	ns036d1	ns036d1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		HEM	u	306	Hematite remanence.	l	49.5	0.8	4	100
This study	North Shore Volcanics	ns036f	ns036	ns036f1	ns036f1 : LT-NO	LP-DIR-AF : SO-CMD-NORTH : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.1	0	T		HEM	u	196.6	Hematite remanence.	p	2.4	3.4	11	100
This study	North Shore Volcanics	ns039a	ns039	ns039a1	ns039a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	0	K		HEM	u	289.2	Hematite remanence.	l	32.8	0.7	23	100
This study	North Shore Volcanics	ns039b	ns039	ns039b1	ns039b1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	573	K		HEM	u	284.4	Hematite remanence.	l	31.3	1.8	11	100
This study	North Shore Volcanics	ns039c	ns039	ns039c1	ns039c1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	287.2	Hematite remanence.	l	32.9	0.3	5	100
This study	North Shore Volcanics	ns039d	ns039	ns039d2	ns039d2 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	573	K		HEM	u	287.8	Hematite remanence.	l	35	0.5	8	100
This study	North Shore Volcanics	ns039e	ns039	ns039e1	ns039e1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	573	K		HEM	u	289.3	Hematite remanence.	l	33.1	0.7	8	100
This study	North Shore Volcanics	ns044a	ns044	ns044a1	ns044a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	0	K		HEM	u	295	Hematite remanence.	l	45.1	1.4	22	100
This study	North Shore Volcanics	ns044b	ns044	ns044b1	ns044b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	573	K		HEM	u	292.9	Hematite remanence.	l	45	1.5	9	100
This study	North Shore Volcanics	ns044d	ns044	ns044d1	ns044d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		HEM	u	282.2	Hematite remanence.	l	45.2	0.8	4	100
This study	North Shore Volcanics	ns044f	ns044	ns044f2	ns044f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	573	K		HEM	u	286.9	Hematite remanence.	l	42.2	0.8	8	100
This study	North Shore Volcanics	ns046a	ns046	ns046a1	ns046a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.01	T		HEM	u	293.2	Hematite remanence.	l	48.1	0.7	12	100
This study	North Shore Volcanics	ns049g	ns049	ns049g1	ns049g1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.12	0	T		HEM	u	309.6	Hematite remanence.	l	60.9	1.2	10	100
This study	North Shore Volcanics	ns050b	ns050	ns050b1	ns050b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	773	K		HEM	u	300.1	Hematite remanence.	l	48.8	0.6	5	100
This study	North Shore Volcanics	ns052b	ns052	ns052b1	ns052b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	623	K		HEM	u	296.8	Hematite remanence.	l	52.1	0.7	8	100
This study	North Shore Volcanics	ns053a	ns053	ns053a1	ns053a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.02	T		HEM	u	301.8	Hematite remanence.	l	42.5	0.5	10	100
This study	North Shore Volcanics	ns054a	ns054	ns054a1	ns054a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.02	T		HEM	u	288.3	Hematite remanence.	l	56.4	0.7	10	100
This study	North Shore Volcanics	ns055a	ns055	ns055a1	ns055a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	283.2	Hematite remanence.	l	36.6	2.7	6	100
This study	North Shore Volcanics	ns055b	ns055	ns055b1	ns055b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	623	K		HEM	u	280.7	Hematite remanence.	l	38.7	2.7	10	100
This study	North Shore Volcanics	ns055c	ns055	ns055c1	ns055c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	773	K		HEM	u	279.3	Hematite remanence.	l	39.5	0.3	4	100
This study	North Shore Volcanics	ns055e	ns055	ns055e2	ns055e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	723	K		HEM	u	284.9	Hematite remanence.	l	33	2.2	6	100
This study	North Shore Volcanics	ns055g	ns055	ns055g1	ns055g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	289.4	Hematite remanence.	l	35.4	4.5	7	100
This study	North Shore Volcanics	ns056a	ns056	ns056a1	ns056a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.01	T		HEM	u	292.5	Hematite remanence.	l	40.3	1.2	12	100
This study	North Shore Volcanics	ns058f	ns058	ns058f1	ns058f1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.12	0.02	T		HEM	u	299.2	Hematite remanence.	l	51.9	1.4	8	100
This study	North Shore Volcanics	ns059e	ns059	ns059e1	ns059e1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0	T		HEM	u	292.1	Hematite remanence.	l	47.4	1.4	12	100
This study	North Shore Volcanics	ns060a	ns060	ns060a1	ns060a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.06	0.03	T		HEM	u	293.8	Hematite remanence.	l	50.9	3.8	4	100
This study	North Shore Volcanics	ns060b	ns060	ns060b1	ns060b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	723	K		HEM	u	303.1	Hematite remanence.	l	52.8	7.4	6	100
This study	North Shore Volcanics	ns060c	ns060	ns060c1	ns060c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	773	K		HEM	u	289.3	Hematite remanence.	l	35.9	2.5	4	100
This study	North Shore Volcanics	ns060f	ns060	ns060f1	ns060f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	773	K		HEM	u	290.7	Hematite remanence.	l	42.7	2.1	4	100
This study	North Shore Volcanics	ns062a	ns062	ns062a1	ns062a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.01	T		HEM	u	297.5	Hematite remanence.	l	54.4	1	12	100
This study	North Shore Volcanics	ns064a	ns064	ns064a1	ns064a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.01	T		HEM	u	306	Hematite remanence.	l	49.8	0.8	12	100
This study	North Shore Volcanics	ns065c	ns065	ns065c2	ns065c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	289.1	Hematite remanence.	l	39.6	1.9	6	100
This study	North Shore Volcanics	ns066a	ns066	ns066a1	ns066a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.02	T		HEM	u	314.4	Hematite remanence.	l	38.7	1.5	10	100
This study	North Shore Volcanics	ns066c	ns066	ns066c1	ns066c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		HEM	u	318.2	Hematite remanence.	l	35.1	0.8	5	100
This study	North Shore Volcanics	ns066d	ns066	ns066d1	ns066d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	723	K		HEM	u	320.3	Hematite remanence.	l	36.7	1.5	5	100
This study	North Shore Volcanics	ns066e	ns066	ns066e1	ns066e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	317.5	Hematite remanence.	l	35.8	1.2	7	100
This study	North Shore Volcanics	ns067a	ns067	ns067a1	ns067a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.04	T		HEM	u	284.4	Hematite remanence.	l	46	1.8	8	100
This study	North Shore Volcanics	ns067b	ns067	ns067b1	ns067b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	623	K		HEM	u	285.9	Hematite remanence.	l	44	1	7	100
This study	North Shore Volcanics	ns067c	ns067	ns067c3	ns067c3 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	292.9	Hematite remanence.	l	47.2	0.7	6	100
This study	North Shore Volcanics	ns067e	ns067	ns067e1	ns067e1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.06	T		HEM	u	286.4	Hematite remanence.	l	53.1	4.6	6	100
This study	North Shore Volcanics	ns068g	ns068	ns068g2	ns068g2 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.12	0.02	T		HEM	u	314.5	Hematite remanence.	l	35.1	1.6	8	100
This study	North Shore Volcanics	ns070a	ns070	ns070a1	ns070a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0	T		HEM	u	34.3	Hematite remanence.	l	69.7	2.6	14	100
This study	North Shore Volcanics	ns070c	ns070	ns070c1	ns070c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	673	273	K		HEM	u	28.5	Hematite remanence.	p	-8.2	5.7	5	100
This study	North Shore Volcanics	ns070c	ns070	ns070c2	ns070c2 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0	T		HEM	u	302.6	Hematite remanence.	l	57.8	3.5	14	100
This study	North Shore Volcanics	ns070f	ns070	ns070f1	ns070f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	823	373	K		HEM	u	209	Hematite remanence.	p	12.3	5.2	7	100
This study	North Shore Volcanics	ns071a	ns071	ns071a1	ns071a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.005	K		HEM	u	38.1	Hematite remanence.	p	-19.8	4.5	13	100
This study	North Shore Volcanics	ns077a	ns077	ns077a1	ns077a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.005	T		HEM	u	298.7	Hematite remanence.	l	26.5	2.3	13	100
This study	North Shore Volcanics	ns078c	ns078	ns078c1	ns078c1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	773	K		HEM	u	285	Hematite remanence.	l	34.8	2.3	5	100
This study	North Shore Volcanics	ns078d	ns078	ns078d1	ns078d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	473	K		HEM	u	282.8	Hematite remanence.	l	35.6	3.6	9	100
This study	North Shore Volcanics	ns078f	ns078	ns078f1	ns078f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	823	K		HEM	u	274.6	Hematite remanence.	l	33.1	1.9	4	100
This study	North Shore Volcanics	ns078g	ns078	ns078g1	ns078g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	823	K		HEM	u	269.4	Hematite remanence.	l	35.2	2.2	4	100
This study	North Shore Volcanics	ns078h	ns078	ns078h1	ns078h1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	823	K		HEM	u	276.8	Hematite remanence.	l	34.7	1	4	100
This study	North Shore Volcanics	ns079a	ns079	ns079a1	ns079a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.15	0	K		HEM	u	174.2	Hematite remanence.	p	15.8	5.4	13	100
This study	North Shore Volcanics	ns079b	ns079	ns079b1	ns079b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	473	K		HEM	u	288.3	Hematite remanence.	l	48.6	3.7	11	100
This study	North Shore Volcanics	ns079d	ns079	ns079d1	ns079d1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0	T		HEM	u	178.9	Hematite remanence.	p	10.8	3.4	14	100
This study	North Shore Volcanics	ns079f	ns079	ns079f1	ns079f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	573	273	K		HEM	u	177.8	Hematite remanence.	p	14.7	2.9	4	100
This study	North Shore Volcanics	ns080a	ns080	ns080a1	ns080a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	293.4	Hematite remanence.	l	39.5	3.2	6	100
This study	North Shore Volcanics	ns080a	ns080	ns080a2	ns080a2 : LT-NO	LP-DIR-AF : SO-SUN : DE-FM : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0	T	0.3	HEM	u	295.5	Hematite remanence.	l	43.7		14	100
This study	North Shore Volcanics	ns080b	ns080	ns080b1	ns080b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	273	K		HEM	u	277.6	Hematite remanence.	l	35.9	4.9	13	100
This study	North Shore Volcanics	ns080e	ns080	ns080e1	ns080e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	282.3	Hematite remanence.	l	38.1	1.3	6	100
This study	North Shore Volcanics	ns080f	ns080	ns080f2	ns080f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	473	K		HEM	u	282.6	Hematite remanence.	l	36	3.7	9	100
This study	North Shore Volcanics	ns081a	ns081	ns081a1	ns081a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	473	K		HEM	u	283.1	Hematite remanence.	l	51.7	3.9	8	100
This study	North Shore Volcanics	ns081b	ns081	ns081b1	ns081b1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		HEM	u	267.5	Hematite remanence.	l	56.5	1.3	6	100
This study	North Shore Volcanics	ns081c	ns081	ns081c1	ns081c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	473	K		HEM	u	283.8	Hematite remanence.	l	55.5	2.6	8	100
This study	North Shore Volcanics	ns081d	ns081	ns081d2	ns081d2 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	268.2	Hematite remanence.	l	47.8	3.2	7	100
This study	North Shore Volcanics	ns081e	ns081	ns081e1	ns081e1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	266	Hematite remanence.	l	44.2	4.6	7	100
This study	North Shore Volcanics	ns083b	ns083	ns083b1	ns083b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	623	K		HEM	u	277.2	Hematite remanence.	l	56.8	0.8	7	100
This study	North Shore Volcanics	ns083c	ns083	ns083c2	ns083c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	286.3	Hematite remanence.	l	55.3	1.3	6	100
This study	North Shore Volcanics	ns083d	ns083	ns083d1	ns083d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	823	K		HEM	u	282.7	Hematite remanence.	l	56.1	1.1	4	100
This study	North Shore Volcanics	ns085a	ns085	ns085a1	ns085a1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	285.3	Hematite remanence.	l	43.1	2.7	6	100
This study	North Shore Volcanics	ns083f	ns083	ns083f1	ns083f1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.08	T		HEM	u	302.4	Hematite remanence.	l	64.2	2.5	5	100
This study	North Shore Volcanics	ns002b	ns002	ns002b1	ns002b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	823	K		HEM	u	279.5	Hematite remanence.	l	33.7	2.9	5	100
This study	North Shore Volcanics	ns002c	ns002	ns002c1	ns002c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	773	K		HEM	u	291.9	Hematite remanence.	l	40.3	1.2	5	100
This study	North Shore Volcanics	ns002d	ns002	ns002d1	ns002d1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		HEM	u	284	Hematite remanence.	l	42.1	1.2	5	100
This study	North Shore Volcanics	ns002f	ns002	ns002f1	ns002f1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	573	K		HEM	u	279.3	Hematite remanence.	l	38.2	0.7	8	100
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	0	K		HEM	u	295.3	Hematite remanence.	l	36.8	1.9	22	100
This study	North Shore Volcanics	ns006b	ns006	ns006b1	ns006b1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	573	K		HEM	u	296.5	Hematite remanence.	l	37.5	1.2	10	100
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	373	K		HEM	u	294.4	Hematite remanence.	l	39.6	0.7	8	100
This study	North Shore Volcanics	ns006d	ns006	ns006d2	ns006d2 : LT-NO	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.005	T		HEM	u	295.9	Hematite remanence.	l	34	0.8	13	100
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	473	K		HEM	u	291.4	Hematite remanence.	l	40	0.7	8	100
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	473	K		HEM	u	296.2	Hematite remanence.	l	40.7	0.7	8	100
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	0	K		HEM	u	288.3	Hematite remanence.	l	41.9	1.3	23	100
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	473	K		HEM	u	303.1	Hematite remanence.	l	42.3	0.9	6	100
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	473	K		HEM	u	306.2	Hematite remanence.	l	40.3	1.6	8	100
This study	North Shore Volcanics	ns007f	ns007	ns007f1	ns007f1 : LT-NO	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0	T		HEM	u	305.9	Hematite remanence.	l	41.5	1.4	14	100
This study	North Shore Volcanics	ns007g	ns007	ns007g1	ns007g1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	473	K		HEM	u	303.4	Hematite remanence.	l	36.1	0.5	8	100
This study	North Shore Volcanics	ns017a	ns017	ns017a1	ns017a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	0	K		HEM	u	22.9	Hematite remanence.	l	50.5	1.8	22	0
This study	North Shore Volcanics	ns025g	ns025	ns025g1	ns025g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		HEM	u	141.6	Hematite remanence.	l	-60.7	0.8	8	0
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1 : LT-NO	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.03	T		HEM	u	298.7	Hematite remanence.	l	28.8	1.2	9	0
This study	North Shore Volcanics	ns030f	ns030	ns030f2	ns030f2 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	290.6	Hematite remanence.	l	33	0.9	6	0
This study	North Shore Volcanics	ns032e	ns032	ns032e1	ns032e1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0	T		HEM	u	297.5	Hematite remanence.	l	35.2	1.6	14	0
This study	North Shore Volcanics	ns032f	ns032	ns032f1	ns032f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	298.9	Hematite remanence.	l	33.4	1.2	6	0
This study	North Shore Volcanics	ns038b	ns038	ns038b1	ns038b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	773	K		HEM	u	281.1	Hematite remanence.	l	14.5	0.8	5	0
This study	North Shore Volcanics	ns038c	ns038	ns038c1	ns038c1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	573	K		HEM	u	293.8	Hematite remanence.	l	19.7	0.6	5	0
