tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_moment	meas_pos_z	method_codes	number	quality	specimen	standard	timestamp	treat_ac_field	treat_temp
This study	307.1161314	-53.84188004	SI8-6.2a:NRM_demag(T,Hac)0	3.07E-05	0.27	LP-DIR-AF:LT-AF-Z	1163263	g	SI8-6.2a	u	2012-11-16T13:45:23Z	0.001	300
This study	36.84560357	-40.87365099	SI8-6.3a:NRM_demag(T,Hac)0	3.23E-05	0.47	LP-DIR-AF:LT-AF-Z	1163264	g	SI8-6.3a	u	2012-11-16T13:45:39Z	0.001	300
This study	34.77765477	-40.72645905	SI8-6.4a:NRM_demag(T,Hac)0	2.93E-05	0.67	LP-DIR-AF:LT-AF-Z	1163265	g	SI8-6.4a	u	2012-11-16T13:45:54Z	0.001	300
This study	320.01803123	-40.5823533	SI8-6.5a:NRM_demag(T,Hac)0	1.97E-05	0.87	LP-DIR-AF:LT-AF-Z	1163266	g	SI8-6.5a	u	2012-11-16T13:46:09Z	0.001	300
This study	332.0070285	-17.901256	SI8-7.8a:NRM_demag(T,Hac)0	1.60E-05	1.07	LP-DIR-AF:LT-AF-Z	1163267	g	SI8-7.8a	u	2012-11-16T13:46:24Z	0.001	300
This study	320.24240102	8.677056149	SI8-9.0a:NRM_demag(T,Hac)0	3.62E-05	1.27	LP-DIR-AF:LT-AF-Z	1163268	g	SI8-9.0a	u	2012-11-16T13:46:39Z	0.001	300
This study	330.86526643	8.249069536	SI8-9.2a:NRM_demag(T,Hac)0	2.87E-05	1.47	LP-DIR-AF:LT-AF-Z	1163269	g	SI8-9.2a	u	2012-11-16T13:46:54Z	0.001	300
This study	132.2009527	-74.5422934	SI8-6.0a:NRM_demag(T,Hac)0	3.77E-05	0.07	LP-DIR-AF:LT-AF-Z	1163270	g	SI8-6.0a	u	2012-11-16T13:50:23Z	0.0015	300
This study	307.0460698	-53.86105182	SI8-6.2a:NRM_demag(T,Hac)0	3.07E-05	0.27	LP-DIR-AF:LT-AF-Z	1163271	g	SI8-6.2a	u	2012-11-16T13:50:39Z	0.0015	300
This study	36.86763911	-40.97289606	SI8-6.3a:NRM_demag(T,Hac)0	3.23E-05	0.47	LP-DIR-AF:LT-AF-Z	1163272	g	SI8-6.3a	u	2012-11-16T13:50:54Z	0.0015	300
This study	34.76935419	-40.74570884	SI8-6.4a:NRM_demag(T,Hac)0	2.93E-05	0.67	LP-DIR-AF:LT-AF-Z	1163273	g	SI8-6.4a	u	2012-11-16T13:51:09Z	0.0015	300
This study	320.0042184	-40.60877701	SI8-6.5a:NRM_demag(T,Hac)0	1.97E-05	0.87	LP-DIR-AF:LT-AF-Z	1163274	g	SI8-6.5a	u	2012-11-16T13:51:24Z	0.0015	300
This study	331.99986286	-17.95935546	SI8-7.8a:NRM_demag(T,Hac)0	1.60E-05	1.07	LP-DIR-AF:LT-AF-Z	1163275	g	SI8-7.8a	u	2012-11-16T13:51:39Z	0.0015	300
This study	320.24951756	8.61728388	SI8-9.0a:NRM_demag(T,Hac)0	3.62E-05	1.27	LP-DIR-AF:LT-AF-Z	1163276	g	SI8-9.0a	u	2012-11-16T13:51:54Z	0.0015	300
This study	330.88215616	8.24086984	SI8-9.2a:NRM_demag(T,Hac)0	2.87E-05	1.47	LP-DIR-AF:LT-AF-Z	1163277	g	SI8-9.2a	u	2012-11-16T13:52:09Z	0.0015	300
This study	132.2955655	-74.53206626	SI8-6.0a:NRM_demag(T,Hac)0	3.78E-05	0.07	LP-DIR-AF:LT-AF-Z	1163278	g	SI8-6.0a	u	2012-11-16T13:55:39Z	0.002	300
This study	306.99470708	-53.87611474	SI8-6.2a:NRM_demag(T,Hac)0	3.07E-05	0.27	LP-DIR-AF:LT-AF-Z	1163279	g	SI8-6.2a	u	2012-11-16T13:55:54Z	0.002	300
This study	36.90186193	-41.01603971	SI8-6.3a:NRM_demag(T,Hac)0	3.23E-05	0.47	LP-DIR-AF:LT-AF-Z	1163280	g	SI8-6.3a	u	2012-11-16T13:56:09Z	0.002	300
This study	34.7316721	-40.74226226	SI8-6.4a:NRM_demag(T,Hac)0	2.93E-05	0.67	LP-DIR-AF:LT-AF-Z	1163281	g	SI8-6.4a	u	2012-11-16T13:56:24Z	0.002	300
This study	320.00968612	-40.56712686	SI8-6.5a:NRM_demag(T,Hac)0	1.97E-05	0.87	LP-DIR-AF:LT-AF-Z	1163282	g	SI8-6.5a	u	2012-11-16T13:56:40Z	0.002	300
This study	332.02788617	-17.9971834	SI8-7.8a:NRM_demag(T,Hac)0	1.60E-05	1.07	LP-DIR-AF:LT-AF-Z	1163283	g	SI8-7.8a	u	2012-11-16T13:56:55Z	0.002	300
This study	320.24619997	8.59363249	SI8-9.0a:NRM_demag(T,Hac)0	3.62E-05	1.27	LP-DIR-AF:LT-AF-Z	1163284	g	SI8-9.0a	u	2012-11-16T13:57:10Z	0.002	300
This study	330.92109996	8.202042948	SI8-9.2a:NRM_demag(T,Hac)0	2.87E-05	1.47	LP-DIR-AF:LT-AF-Z	1163285	g	SI8-9.2a	u	2012-11-16T13:57:25Z	0.002	300
This study	132.4023924	-74.52486137	SI8-6.0a:NRM_demag(T,Hac)0	3.78E-05	0.07	LP-DIR-AF:LT-AF-Z	1163286	g	SI8-6.0a	u	2012-11-16T14:00:55Z	0.0025	300
This study	306.96791986	-53.91263195	SI8-6.2a:NRM_demag(T,Hac)0	3.07E-05	0.27	LP-DIR-AF:LT-AF-Z	1163287	g	SI8-6.2a	u	2012-11-16T14:01:10Z	0.0025	300
This study	36.93067365	-41.09428993	SI8-6.3a:NRM_demag(T,Hac)0	3.23E-05	0.47	LP-DIR-AF:LT-AF-Z	1163288	g	SI8-6.3a	u	2012-11-16T14:01:25Z	0.0025	300
This study	34.7224868	-40.7736932	SI8-6.4a:NRM_demag(T,Hac)0	2.93E-05	0.67	LP-DIR-AF:LT-AF-Z	1163289	g	SI8-6.4a	u	2012-11-16T14:01:40Z	0.0025	300
This study	320.01975085	-40.61157401	SI8-6.5a:NRM_demag(T,Hac)0	1.97E-05	0.87	LP-DIR-AF:LT-AF-Z	1163290	g	SI8-6.5a	u	2012-11-16T14:01:56Z	0.0025	300
This study	332.05209797	-18.10580698	SI8-7.8a:NRM_demag(T,Hac)0	1.60E-05	1.07	LP-DIR-AF:LT-AF-Z	1163291	g	SI8-7.8a	u	2012-11-16T14:02:11Z	0.0025	300
This study	320.24927704	8.583302473	SI8-9.0a:NRM_demag(T,Hac)0	3.62E-05	1.27	LP-DIR-AF:LT-AF-Z	1163292	g	SI8-9.0a	u	2012-11-16T14:02:26Z	0.0025	300
This study	330.91854276	8.212837945	SI8-9.2a:NRM_demag(T,Hac)0	2.87E-05	1.47	LP-DIR-AF:LT-AF-Z	1163293	g	SI8-9.2a	u	2012-11-16T14:02:41Z	0.0025	300
This study	132.4968005	-74.56108054	SI8-6.0a:NRM_demag(T,Hac)0	3.78E-05	0.07	LP-DIR-AF:LT-AF-Z	1163294	g	SI8-6.0a	u	2012-11-16T14:06:14Z	0.005	300
This study	306.91384428	-53.95736604	SI8-6.2a:NRM_demag(T,Hac)0	3.08E-05	0.27	LP-DIR-AF:LT-AF-Z	1163295	g	SI8-6.2a	u	2012-11-16T14:06:29Z	0.005	300
This study	36.93078846	-41.16029758	SI8-6.3a:NRM_demag(T,Hac)0	3.23E-05	0.47	LP-DIR-AF:LT-AF-Z	1163296	g	SI8-6.3a	u	2012-11-16T14:06:44Z	0.005	300
This study	34.7067506	-40.81360554	SI8-6.4a:NRM_demag(T,Hac)0	2.94E-05	0.67	LP-DIR-AF:LT-AF-Z	1163297	g	SI8-6.4a	u	2012-11-16T14:06:59Z	0.005	300
This study	320.07584003	-40.6475936	SI8-6.5a:NRM_demag(T,Hac)0	1.98E-05	0.87	LP-DIR-AF:LT-AF-Z	1163298	g	SI8-6.5a	u	2012-11-16T14:07:15Z	0.005	300
This study	332.31359248	-18.29411909	SI8-7.8a:NRM_demag(T,Hac)0	1.60E-05	1.07	LP-DIR-AF:LT-AF-Z	1163299	g	SI8-7.8a	u	2012-11-16T14:07:30Z	0.005	300
This study	320.26849424	8.561245144	SI8-9.0a:NRM_demag(T,Hac)0	3.63E-05	1.27	LP-DIR-AF:LT-AF-Z	1163300	g	SI8-9.0a	u	2012-11-16T14:07:45Z	0.005	300
This study	330.9452592	8.162472168	SI8-9.2a:NRM_demag(T,Hac)0	2.88E-05	1.47	LP-DIR-AF:LT-AF-Z	1163301	g	SI8-9.2a	u	2012-11-16T14:08:00Z	0.005	300
This study	132.5436612	-74.5932422	SI8-6.0a:NRM_demag(T,Hac)0	3.78E-05	0.07	LP-DIR-AF:LT-AF-Z	1163302	g	SI8-6.0a	u	2012-11-16T14:11:35Z	0.0075	300
This study	306.86983393	-54.03438243	SI8-6.2a:NRM_demag(T,Hac)0	3.06E-05	0.27	LP-DIR-AF:LT-AF-Z	1163303	g	SI8-6.2a	u	2012-11-16T14:11:50Z	0.0075	300
This study	36.93801443	-41.26084558	SI8-6.3a:NRM_demag(T,Hac)0	3.21E-05	0.47	LP-DIR-AF:LT-AF-Z	1163304	g	SI8-6.3a	u	2012-11-16T14:12:05Z	0.0075	300
This study	34.65697578	-40.89495164	SI8-6.4a:NRM_demag(T,Hac)0	2.92E-05	0.67	LP-DIR-AF:LT-AF-Z	1163305	g	SI8-6.4a	u	2012-11-16T14:12:21Z	0.0075	300
This study	320.17167709	-40.70174491	SI8-6.5a:NRM_demag(T,Hac)0	1.95E-05	0.87	LP-DIR-AF:LT-AF-Z	1163306	g	SI8-6.5a	u	2012-11-16T14:12:36Z	0.0075	300
This study	332.65296137	-18.38998053	SI8-7.8a:NRM_demag(T,Hac)0	1.57E-05	1.07	LP-DIR-AF:LT-AF-Z	1163307	g	SI8-7.8a	u	2012-11-16T14:12:51Z	0.0075	300
This study	320.31398723	8.501046633	SI8-9.0a:NRM_demag(T,Hac)0	3.63E-05	1.27	LP-DIR-AF:LT-AF-Z	1163308	g	SI8-9.0a	u	2012-11-16T14:13:06Z	0.0075	300
This study	331.00450004	8.152461589	SI8-9.2a:NRM_demag(T,Hac)0	2.88E-05	1.47	LP-DIR-AF:LT-AF-Z	1163309	g	SI8-9.2a	u	2012-11-16T14:13:21Z	0.0075	300
This study	132.6036736	-74.64134691	SI8-6.0a:NRM_demag(T,Hac)0	3.74E-05	0.07	LP-DIR-AF:LT-AF-Z	1163310	g	SI8-6.0a	u	2012-11-16T14:16:59Z	0.01	300
This study	306.81580247	-54.1567827	SI8-6.2a:NRM_demag(T,Hac)0	3.01E-05	0.27	LP-DIR-AF:LT-AF-Z	1163311	g	SI8-6.2a	u	2012-11-16T14:17:14Z	0.01	300
This study	36.91578159	-41.35949341	SI8-6.3a:NRM_demag(T,Hac)0	3.15E-05	0.47	LP-DIR-AF:LT-AF-Z	1163312	g	SI8-6.3a	u	2012-11-16T14:17:30Z	0.01	300
This study	34.62781348	-40.96337272	SI8-6.4a:NRM_demag(T,Hac)0	2.85E-05	0.67	LP-DIR-AF:LT-AF-Z	1163313	g	SI8-6.4a	u	2012-11-16T14:17:45Z	0.01	300
This study	320.32533146	-40.76083283	SI8-6.5a:NRM_demag(T,Hac)0	1.85E-05	0.87	LP-DIR-AF:LT-AF-Z	1163314	g	SI8-6.5a	u	2012-11-16T14:18:00Z	0.01	300
This study	333.036603	-18.40363633	SI8-7.8a:NRM_demag(T,Hac)0	1.47E-05	1.07	LP-DIR-AF:LT-AF-Z	1163315	g	SI8-7.8a	u	2012-11-16T14:18:15Z	0.01	300
This study	320.39183824	8.492105762	SI8-9.0a:NRM_demag(T,Hac)0	3.62E-05	1.27	LP-DIR-AF:LT-AF-Z	1163316	g	SI8-9.0a	u	2012-11-16T14:18:31Z	0.01	300
This study	331.08534279	8.130012946	SI8-9.2a:NRM_demag(T,Hac)0	2.87E-05	1.47	LP-DIR-AF:LT-AF-Z	1163317	g	SI8-9.2a	u	2012-11-16T14:18:46Z	0.01	300
This study	132.5542508	-74.75507525	SI8-6.0a:NRM_demag(T,Hac)0	3.61E-05	0.07	LP-DIR-AF:LT-AF-Z	1163318	g	SI8-6.0a	u	2012-11-16T14:22:28Z	0.015	300
This study	306.79315994	-54.3240859	SI8-6.2a:NRM_demag(T,Hac)0	2.82E-05	0.27	LP-DIR-AF:LT-AF-Z	1163319	g	SI8-6.2a	u	2012-11-16T14:22:44Z	0.015	300
This study	36.78660947	-41.55275258	SI8-6.3a:NRM_demag(T,Hac)0	2.93E-05	0.47	LP-DIR-AF:LT-AF-Z	1163320	g	SI8-6.3a	u	2012-11-16T14:22:59Z	0.015	300
This study	34.47974959	-41.12241885	SI8-6.4a:NRM_demag(T,Hac)0	2.63E-05	0.67	LP-DIR-AF:LT-AF-Z	1163321	g	SI8-6.4a	u	2012-11-16T14:23:14Z	0.015	300
This study	320.63016104	-40.82997961	SI8-6.5a:NRM_demag(T,Hac)0	1.58E-05	0.87	LP-DIR-AF:LT-AF-Z	1163322	g	SI8-6.5a	u	2012-11-16T14:23:29Z	0.015	300
This study	333.34910107	-18.46863876	SI8-7.8a:NRM_demag(T,Hac)0	1.20E-05	1.07	LP-DIR-AF:LT-AF-Z	1163323	g	SI8-7.8a	u	2012-11-16T14:23:44Z	0.015	300
This study	320.53946819	8.391527991	SI8-9.0a:NRM_demag(T,Hac)0	3.56E-05	1.27	LP-DIR-AF:LT-AF-Z	1163324	g	SI8-9.0a	u	2012-11-16T14:24:00Z	0.015	300
This study	331.20028451	8.04349981	SI8-9.2a:NRM_demag(T,Hac)0	2.80E-05	1.47	LP-DIR-AF:LT-AF-Z	1163325	g	SI8-9.2a	u	2012-11-16T14:24:15Z	0.015	300
This study	132.6192134	-74.82945038	SI8-6.0a:NRM_demag(T,Hac)0	3.44E-05	0.07	LP-DIR-AF:LT-AF-Z	1163326	g	SI8-6.0a	u	2012-11-16T15:28:13Z	0.02	300
This study	306.56730246	-54.59998852	SI8-6.2a:NRM_demag(T,Hac)0	2.56E-05	0.27	LP-DIR-AF:LT-AF-Z	1163327	g	SI8-6.2a	u	2012-11-16T15:28:28Z	0.02	300
This study	36.81911129	-41.80351746	SI8-6.3a:NRM_demag(T,Hac)0	2.63E-05	0.47	LP-DIR-AF:LT-AF-Z	1163328	g	SI8-6.3a	u	2012-11-16T15:28:43Z	0.02	300
This study	34.52941338	-41.35672811	SI8-6.4a:NRM_demag(T,Hac)0	2.35E-05	0.67	LP-DIR-AF:LT-AF-Z	1163329	g	SI8-6.4a	u	2012-11-16T15:28:59Z	0.02	300
This study	320.54791122	-41.02892107	SI8-6.5a:NRM_demag(T,Hac)0	1.29E-05	0.87	LP-DIR-AF:LT-AF-Z	1163330	g	SI8-6.5a	u	2012-11-16T15:29:14Z	0.02	300
This study	333.28866883	-18.69088553	SI8-7.8a:NRM_demag(T,Hac)0	9.22E-06	1.07	LP-DIR-AF:LT-AF-Z	1163331	g	SI8-7.8a	u	2012-11-16T15:29:29Z	0.02	300
This study	320.60432422	8.37268122	SI8-9.0a:NRM_demag(T,Hac)0	3.47E-05	1.27	LP-DIR-AF:LT-AF-Z	1163332	g	SI8-9.0a	u	2012-11-16T15:29:44Z	0.02	300
This study	331.28048869	7.963010384	SI8-9.2a:NRM_demag(T,Hac)0	2.70E-05	1.47	LP-DIR-AF:LT-AF-Z	1163333	g	SI8-9.2a	u	2012-11-16T15:30:00Z	0.02	300
This study	132.714931	-74.83235971	SI8-6.0a:NRM_demag(T,Hac)0	3.27E-05	0.07	LP-DIR-AF:LT-AF-Z	1163334	g	SI8-6.0a	u	2012-11-16T15:33:51Z	0.025	300
This study	306.69871845	-54.58448505	SI8-6.2a:NRM_demag(T,Hac)0	2.24E-05	0.27	LP-DIR-AF:LT-AF-Z	1163335	g	SI8-6.2a	u	2012-11-16T15:34:07Z	0.025	300
This study	36.65195662	-41.78926276	SI8-6.3a:NRM_demag(T,Hac)0	2.31E-05	0.47	LP-DIR-AF:LT-AF-Z	1163336	g	SI8-6.3a	u	2012-11-16T15:34:22Z	0.025	300
This study	34.38122676	-41.2827594	SI8-6.4a:NRM_demag(T,Hac)0	2.06E-05	0.67	LP-DIR-AF:LT-AF-Z	1163337	g	SI8-6.4a	u	2012-11-16T15:34:37Z	0.025	300
This study	320.9235417	-40.92686926	SI8-6.5a:NRM_demag(T,Hac)0	1.04E-05	0.87	LP-DIR-AF:LT-AF-Z	1163338	g	SI8-6.5a	u	2012-11-16T15:34:52Z	0.025	300
This study	333.64070969	-18.39945233	SI8-7.8a:NRM_demag(T,Hac)0	7.08E-06	1.07	LP-DIR-AF:LT-AF-Z	1163339	g	SI8-7.8a	u	2012-11-16T15:35:07Z	0.025	300
This study	320.71937283	8.366424536	SI8-9.0a:NRM_demag(T,Hac)0	3.36E-05	1.27	LP-DIR-AF:LT-AF-Z	1163340	g	SI8-9.0a	u	2012-11-16T15:35:23Z	0.025	300
This study	331.38845267	7.92386995	SI8-9.2a:NRM_demag(T,Hac)0	2.59E-05	1.47	LP-DIR-AF:LT-AF-Z	1163341	g	SI8-9.2a	u	2012-11-16T15:35:38Z	0.025	300
This study	132.7098035	-74.86088214	SI8-6.0a:NRM_demag(T,Hac)0	3.09E-05	0.07	LP-DIR-AF:LT-AF-Z	1163342	g	SI8-6.0a	u	2012-11-16T15:39:34Z	0.03	300
This study	306.75746449	-54.67987045	SI8-6.2a:NRM_demag(T,Hac)0	1.86E-05	0.27	LP-DIR-AF:LT-AF-Z	1163343	g	SI8-6.2a	u	2012-11-16T15:39:49Z	0.03	300
This study	36.45126711	-41.81311137	SI8-6.3a:NRM_demag(T,Hac)0	1.94E-05	0.47	LP-DIR-AF:LT-AF-Z	1163344	g	SI8-6.3a	u	2012-11-16T15:40:05Z	0.03	300
This study	34.26595954	-41.29607132	SI8-6.4a:NRM_demag(T,Hac)0	1.75E-05	0.67	LP-DIR-AF:LT-AF-Z	1163345	g	SI8-6.4a	u	2012-11-16T15:40:20Z	0.03	300
This study	321.11548981	-40.85179927	SI8-6.5a:NRM_demag(T,Hac)0	8.30E-06	0.87	LP-DIR-AF:LT-AF-Z	1163346	g	SI8-6.5a	u	2012-11-16T15:40:35Z	0.03	300
This study	333.96942889	-17.94647117	SI8-7.8a:NRM_demag(T,Hac)0	5.37E-06	1.07	LP-DIR-AF:LT-AF-Z	1163347	g	SI8-7.8a	u	2012-11-16T15:40:50Z	0.03	300
This study	320.82450885	8.292524554	SI8-9.0a:NRM_demag(T,Hac)0	3.24E-05	1.27	LP-DIR-AF:LT-AF-Z	1163348	g	SI8-9.0a	u	2012-11-16T15:41:05Z	0.03	300
This study	331.45408571	7.89696094	SI8-9.2a:NRM_demag(T,Hac)0	2.47E-05	1.47	LP-DIR-AF:LT-AF-Z	1163349	g	SI8-9.2a	u	2012-11-16T15:41:21Z	0.03	300
This study	132.9262923	-74.84541089	SI8-6.0a:NRM_demag(T,Hac)0	2.85E-05	0.07	LP-DIR-AF:LT-AF-Z	1163350	g	SI8-6.0a	u	2012-11-16T15:45:25Z	0.04	300
This study	306.66535832	-54.67769839	SI8-6.2a:NRM_demag(T,Hac)0	1.29E-05	0.27	LP-DIR-AF:LT-AF-Z	1163351	g	SI8-6.2a	u	2012-11-16T15:45:40Z	0.04	300
This study	36.24077137	-41.85349655	SI8-6.3a:NRM_demag(T,Hac)0	1.40E-05	0.47	LP-DIR-AF:LT-AF-Z	1163352	g	SI8-6.3a	u	2012-11-16T15:45:56Z	0.04	300
This study	34.07519212	-41.26161068	SI8-6.4a:NRM_demag(T,Hac)0	1.32E-05	0.67	LP-DIR-AF:LT-AF-Z	1163353	g	SI8-6.4a	u	2012-11-16T15:46:11Z	0.04	300
This study	321.21923322	-40.79187973	SI8-6.5a:NRM_demag(T,Hac)0	5.80E-06	0.87	LP-DIR-AF:LT-AF-Z	1163354	g	SI8-6.5a	u	2012-11-16T15:46:26Z	0.04	300
This study	334.00132262	-17.69962102	SI8-7.8a:NRM_demag(T,Hac)0	3.60E-06	1.07	LP-DIR-AF:LT-AF-Z	1163355	g	SI8-7.8a	u	2012-11-16T15:46:41Z	0.04	300
This study	320.84390022	8.306963165	SI8-9.0a:NRM_demag(T,Hac)0	3.05E-05	1.27	LP-DIR-AF:LT-AF-Z	1163356	g	SI8-9.0a	u	2012-11-16T15:46:56Z	0.04	300
This study	331.50853022	7.871166879	SI8-9.2a:NRM_demag(T,Hac)0	2.30E-05	1.47	LP-DIR-AF:LT-AF-Z	1163357	g	SI8-9.2a	u	2012-11-16T15:47:12Z	0.04	300
This study	132.9384997	-74.88820615	SI8-6.0a:NRM_demag(T,Hac)0	2.60E-05	0.07	LP-DIR-AF:LT-AF-Z	1163358	g	SI8-6.0a	u	2012-11-16T15:51:25Z	0.05	300
This study	306.26020029	-54.73460766	SI8-6.2a:NRM_demag(T,Hac)0	8.20E-06	0.27	LP-DIR-AF:LT-AF-Z	1163359	g	SI8-6.2a	u	2012-11-16T15:51:41Z	0.05	300
This study	35.99634532	-41.78104594	SI8-6.3a:NRM_demag(T,Hac)0	9.37E-06	0.47	LP-DIR-AF:LT-AF-Z	1163360	g	SI8-6.3a	u	2012-11-16T15:51:56Z	0.05	300
This study	33.9596463	-41.24332069	SI8-6.4a:NRM_demag(T,Hac)0	9.44E-06	0.67	LP-DIR-AF:LT-AF-Z	1163361	g	SI8-6.4a	u	2012-11-16T15:52:11Z	0.05	300
This study	321.65083009	-40.53588638	SI8-6.5a:NRM_demag(T,Hac)0	3.94E-06	0.87	LP-DIR-AF:LT-AF-Z	1163362	g	SI8-6.5a	u	2012-11-16T15:52:26Z	0.05	300
This study	334.08741879	-17.45675634	SI8-7.8a:NRM_demag(T,Hac)0	2.35E-06	1.07	LP-DIR-AF:LT-AF-Z	1163363	g	SI8-7.8a	u	2012-11-16T15:52:42Z	0.05	300
This study	320.93508385	8.272636456	SI8-9.0a:NRM_demag(T,Hac)0	2.86E-05	1.27	LP-DIR-AF:LT-AF-Z	1163364	g	SI8-9.0a	u	2012-11-16T15:52:57Z	0.05	300
This study	331.51239459	7.83146424	SI8-9.2a:NRM_demag(T,Hac)0	2.13E-05	1.47	LP-DIR-AF:LT-AF-Z	1163365	g	SI8-9.2a	u	2012-11-16T15:53:12Z	0.05	300
This study	133.048136	-74.88987866	SI8-6.0a:NRM_demag(T,Hac)0	2.40E-05	0.07	LP-DIR-AF:LT-AF-Z	1163366	g	SI8-6.0a	u	2012-11-16T15:57:34Z	0.06	300
This study	305.78978588	-54.54493879	SI8-6.2a:NRM_demag(T,Hac)0	5.64E-06	0.27	LP-DIR-AF:LT-AF-Z	1163367	g	SI8-6.2a	u	2012-11-16T15:57:50Z	0.06	300
This study	35.88350051	-41.83446805	SI8-6.3a:NRM_demag(T,Hac)0	6.64E-06	0.47	LP-DIR-AF:LT-AF-Z	1163368	g	SI8-6.3a	u	2012-11-16T15:58:05Z	0.06	300
This study	33.93187824	-41.3224266	SI8-6.4a:NRM_demag(T,Hac)0	7.14E-06	0.67	LP-DIR-AF:LT-AF-Z	1163369	g	SI8-6.4a	u	2012-11-16T15:58:20Z	0.06	300
This study	321.49110904	-41.53839308	SI8-6.5a:NRM_demag(T,Hac)0	2.92E-06	0.87	LP-DIR-AF:LT-AF-Z	1163370	g	SI8-6.5a	u	2012-11-16T15:58:35Z	0.06	300
This study	333.83704165	-17.87834672	SI8-7.8a:NRM_demag(T,Hac)0	1.67E-06	1.07	LP-DIR-AF:LT-AF-Z	1163371	g	SI8-7.8a	u	2012-11-16T15:58:51Z	0.06	300
This study	320.93179023	8.302691363	SI8-9.0a:NRM_demag(T,Hac)0	2.69E-05	1.27	LP-DIR-AF:LT-AF-Z	1163372	g	SI8-9.0a	u	2012-11-16T15:59:06Z	0.06	300
This study	331.6189691	7.82670947	SI8-9.2a:NRM_demag(T,Hac)0	1.99E-05	1.47	LP-DIR-AF:LT-AF-Z	1163373	g	SI8-9.2a	u	2012-11-16T15:59:21Z	0.06	300
This study	133.4868668	-74.8604774	SI8-6.0a:NRM_demag(T,Hac)0	2.22E-05	0.07	LP-DIR-AF:LT-AF-Z	1163374	g	SI8-6.0a	u	2012-11-16T16:03:53Z	0.07	300
This study	305.75622952	-53.87588258	SI8-6.2a:NRM_demag(T,Hac)0	4.12E-06	0.27	LP-DIR-AF:LT-AF-Z	1163375	g	SI8-6.2a	u	2012-11-16T16:04:08Z	0.07	300
This study	35.60793821	-42.21104918	SI8-6.3a:NRM_demag(T,Hac)0	4.88E-06	0.47	LP-DIR-AF:LT-AF-Z	1163376	g	SI8-6.3a	u	2012-11-16T16:04:23Z	0.07	300
This study	33.67818173	-41.36834996	SI8-6.4a:NRM_demag(T,Hac)0	5.59E-06	0.67	LP-DIR-AF:LT-AF-Z	1163377	g	SI8-6.4a	u	2012-11-16T16:04:38Z	0.07	300
This study	322.77382246	-40.46969594	SI8-6.5a:NRM_demag(T,Hac)0	2.38E-06	0.87	LP-DIR-AF:LT-AF-Z	1163378	g	SI8-6.5a	u	2012-11-16T16:04:54Z	0.07	300
This study	332.59234808	-18.89463136	SI8-7.8a:NRM_demag(T,Hac)0	1.20E-06	1.07	LP-DIR-AF:LT-AF-Z	1163379	g	SI8-7.8a	u	2012-11-16T16:05:09Z	0.07	300
This study	321.06057293	8.208712051	SI8-9.0a:NRM_demag(T,Hac)0	2.54E-05	1.27	LP-DIR-AF:LT-AF-Z	1163380	g	SI8-9.0a	u	2012-11-16T16:05:24Z	0.07	300
This study	331.6265958	7.784360528	SI8-9.2a:NRM_demag(T,Hac)0	1.87E-05	1.47	LP-DIR-AF:LT-AF-Z	1163381	g	SI8-9.2a	u	2012-11-16T16:05:39Z	0.07	300
This study	133.0029083	-74.98568511	SI8-6.0a:NRM_demag(T,Hac)0	2.08E-05	0.07	LP-DIR-AF:LT-AF-Z	1163382	g	SI8-6.0a	u	2012-11-16T16:10:18Z	0.08	300
This study	304.9138154	-53.51550149	SI8-6.2a:NRM_demag(T,Hac)0	3.39E-06	0.27	LP-DIR-AF:LT-AF-Z	1163383	g	SI8-6.2a	u	2012-11-16T16:10:33Z	0.08	300
This study	35.44418472	-42.32629115	SI8-6.3a:NRM_demag(T,Hac)0	3.97E-06	0.47	LP-DIR-AF:LT-AF-Z	1163384	g	SI8-6.3a	u	2012-11-16T16:10:48Z	0.08	300
This study	33.32059697	-41.2217345	SI8-6.4a:NRM_demag(T,Hac)0	4.77E-06	0.67	LP-DIR-AF:LT-AF-Z	1163385	g	SI8-6.4a	u	2012-11-16T16:11:03Z	0.08	300
This study	322.85444615	-40.7019299	SI8-6.5a:NRM_demag(T,Hac)0	2.11E-06	0.87	LP-DIR-AF:LT-AF-Z	1163386	g	SI8-6.5a	u	2012-11-16T16:11:19Z	0.08	300
This study	334.0729068	-16.54387467	SI8-7.8a:NRM_demag(T,Hac)0	1.04E-06	1.07	LP-DIR-AF:LT-AF-Z	1163387	g	SI8-7.8a	u	2012-11-16T16:11:34Z	0.08	300
This study	321.09011785	8.293366653	SI8-9.0a:NRM_demag(T,Hac)0	2.43E-05	1.27	LP-DIR-AF:LT-AF-Z	1163388	g	SI8-9.0a	u	2012-11-16T16:11:49Z	0.08	300
This study	331.64510992	7.842863394	SI8-9.2a:NRM_demag(T,Hac)0	1.78E-05	1.47	LP-DIR-AF:LT-AF-Z	1163389	g	SI8-9.2a	u	2012-11-16T16:12:04Z	0.08	300
This study	133.0269909	-75.02253688	SI8-6.0a:NRM_demag(T,Hac)0	1.94E-05	0.07	LP-DIR-AF:LT-AF-Z	1163390	g	SI8-6.0a	u	2012-11-16T16:16:52Z	0.09	300
This study	303.74747007	-53.06868463	SI8-6.2a:NRM_demag(T,Hac)0	2.82E-06	0.27	LP-DIR-AF:LT-AF-Z	1163391	g	SI8-6.2a	u	2012-11-16T16:17:07Z	0.09	300
