tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	Simpson Island	SI6-183.00	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	80	Igneous : Extrusive	oriented core	-84	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-183.10	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	77	Igneous : Extrusive	oriented core	-80	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-208.60	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	202	Igneous : Extrusive	oriented core	-77	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-209.00	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	191	Igneous : Extrusive	oriented core	-78	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-209.10	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	196	Igneous : Extrusive	oriented core	-86	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-209.40	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	191	Igneous : Extrusive	oriented core	-88	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-209.50	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	189	Igneous : Extrusive	oriented core	-88	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-209.80	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	146	Igneous : Extrusive	oriented core	-101	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-210.05	SI6(208.4 to 219.9)	FS-FD:SO-POM:SO-CMD-NORTH	199	Igneous : Extrusive	oriented core	-112	48.7415	Basalt	-87.6483	Lava Flow
This study	Simpson Island	SI6-247.4	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	152	Igneous : Extrusive	oriented core	-72	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-247.7	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	162	Igneous : Extrusive	oriented core	-91	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-248.1	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	152	Igneous : Extrusive	oriented core	-80	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-248.8	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	249	Igneous : Extrusive	oriented core	-54	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-248.9	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	249	Igneous : Extrusive	oriented core	-48	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-249.2	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	172	Igneous : Extrusive	oriented core	-49	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-251.0	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	306	Igneous : Extrusive	oriented core	-29	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-251.2	SI6(245.4 to 252.7)	FS-FD:SO-POM:SO-CMD-NORTH	190	Igneous : Extrusive	oriented core	-53	48.7405	Basalt	-87.6476	Lava Flow
This study	Simpson Island	SI6-274.2	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	217	Igneous : Extrusive	oriented core	-77	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-274.3	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	224	Igneous : Extrusive	oriented core	-74	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-274.9	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	301	Igneous : Extrusive	oriented core	-29	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-275.3	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	126	Igneous : Extrusive	oriented core	-62	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-276.3	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	15	Igneous : Extrusive	oriented core	-31	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-277.0	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	184	Igneous : Extrusive	oriented core	-68	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-277.3	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	292	Igneous : Extrusive	oriented core	-60	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-277.5	SI6(268.4 to 289.5)	FS-FD:SO-POM:SO-CMD-NORTH	266	Igneous : Extrusive	oriented core	-32	48.7399	Basalt	-87.6467	Lava Flow
This study	Simpson Island	SI6-291.4	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	139	Igneous : Extrusive	oriented core	-29	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-291.8	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	226	Igneous : Extrusive	oriented core	-63	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-293.2	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	182	Igneous : Extrusive	oriented core	-51	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-294.0	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	193	Igneous : Extrusive	oriented core	-64	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-294.4	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	263	Igneous : Extrusive	oriented core	-92	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-294.6	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	287	Igneous : Extrusive	oriented core	-101	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-295.2	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	152	Igneous : Extrusive	oriented core	-35	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-296.2	SI6(289.8 to 301.1)	FS-FD:SO-POM:SO-CMD-NORTH	17	Igneous : Extrusive	oriented core	-23	48.7393	Basalt	-87.6464	Lava Flow
This study	Simpson Island	SI6-41.6	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	171	Igneous : Extrusive	oriented core	-51	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-42.6	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	188	Igneous : Extrusive	oriented core	-39	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-43.5	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	15	Igneous : Extrusive	oriented core	-9	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-43.6	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	145	Igneous : Extrusive	oriented core	-60	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-43.8	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	164	Igneous : Extrusive	oriented core	-76	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-46.5	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	258	Igneous : Extrusive	oriented core	-89	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-46.6	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	258	Igneous : Extrusive	oriented core	-89	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-50.5	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	99	Igneous : Extrusive	oriented core	-43	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-50.9	SI6(40.6 to 57.8)	FS-FD:SO-POM:SO-CMD-NORTH	90	Igneous : Extrusive	oriented core	-14	48.7451	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-78.05	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	191	Igneous : Extrusive	oriented core	-26	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-78.20	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	172	Igneous : Extrusive	oriented core	-30	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-78.40	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	158	Igneous : Extrusive	oriented core	-60	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-78.60	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	99	Igneous : Extrusive	oriented core	-30	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-79.80	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	135	Igneous : Extrusive	oriented core	-25	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-79.85	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	138	Igneous : Extrusive	oriented core	-33	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-79.90	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	130	Igneous : Extrusive	oriented core	-40	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-80.40	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	130	Igneous : Extrusive	oriented core	-36	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-80.45	SI6(76.5 to 94.1)	FS-FD:SO-POM:SO-CMD-NORTH	129	Igneous : Extrusive	oriented core	-34	48.7448	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-95.40	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	215	Igneous : Extrusive	oriented core	-79	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-95.50	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	231	Igneous : Extrusive	oriented core	-85	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-95.51	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	249	Igneous : Extrusive	oriented core	-77	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-95.60	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	225	Igneous : Extrusive	oriented core	-82	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-96.38	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	265	Igneous : Extrusive	oriented core	-92	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-96.40	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	240	Igneous : Extrusive	oriented core	-65	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI6-96.60	SI6(94.1 to 104.2)	FS-FD:SO-POM:SO-CMD-NORTH	287	Igneous : Extrusive	oriented core	-57	48.7445	Basalt	-87.6486	Lava Flow
This study	Simpson Island	SI7-0.2	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	195	Igneous : Extrusive	oriented core	-79	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-0.5	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	313	Igneous : Extrusive	oriented core	-27	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-1.0	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	247	Igneous : Extrusive	oriented core	-75	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-1.1	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	249	Igneous : Extrusive	oriented core	-80	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-1.4	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	180	Igneous : Extrusive	oriented core	-62	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-2.4	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	176	Igneous : Extrusive	oriented core	-49	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-2.6	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	209	Igneous : Extrusive	oriented core	-52	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-2.7	SI7(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	203	Igneous : Extrusive	oriented core	-53	48.7406	Basalt	-87.6683	Lava Flow
This study	Simpson Island	SI7-3.94	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	258	Igneous : Extrusive	oriented core	-64	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-3.95	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	259	Igneous : Extrusive	oriented core	-62	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-3.96	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	214	Igneous : Extrusive	oriented core	-75	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-3.98	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	249	Igneous : Extrusive	oriented core	-66	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-4.20	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	217	Igneous : Extrusive	oriented core	-75	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-4.40	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	252	Igneous : Extrusive	oriented core	-86	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-4.70	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	256	Igneous : Extrusive	oriented core	-74	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-4.75	SI7(3.9 to 5.4)	FS-FD:SO-POM:SO-CMD-NORTH	2	Igneous : Extrusive	oriented core	-19	48.7405	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-10.9	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	260	Igneous : Extrusive	oriented core	-45	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-11.8	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	216	Igneous : Extrusive	oriented core	-26	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-12.7	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	284	Igneous : Extrusive	oriented core	-36	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-13.2	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	323	Igneous : Extrusive	oriented core	-53	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-13.7	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	348	Igneous : Extrusive	oriented core	-48	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-14.2	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	307	Igneous : Extrusive	oriented core	-40	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-15.6	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	342	Igneous : Extrusive	oriented core	-51	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI7-16.0	SI7(9.6 to 18.0)	FS-FD:SO-POM:SO-CMD-NORTH	351	Igneous : Extrusive	oriented core	-55	48.7403	Basalt	-87.6684	Lava Flow
This study	Simpson Island	SI8-1.70	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	334	Igneous : Extrusive	oriented core	-46	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-1.80	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	112	Igneous : Extrusive	oriented core	-13	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-1.90	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	282	Igneous : Extrusive	oriented core	-16	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-2.00	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	208	Igneous : Extrusive	oriented core	-8	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-2.30	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	285	Igneous : Extrusive	oriented core	-21	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-2.70	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	217	Igneous : Extrusive	oriented core	-85	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-2.75	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	218	Igneous : Extrusive	oriented core	-85	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-3.30	SI8(0.0 to 3.9)	FS-FD:SO-POM:SO-CMD-NORTH	248	Igneous : Extrusive	oriented core	-15	48.7466	Basalt	-87.6194	Lava Flow
This study	Simpson Island	SI8-108.6	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	291	Igneous : Extrusive	oriented core	-39	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-109.8	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	274	Igneous : Extrusive	oriented core	-23	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-111.2	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	123	Igneous : Extrusive	oriented core	-56	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-111.6	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	116	Igneous : Extrusive	oriented core	-28	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-111.8	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	131	Igneous : Extrusive	oriented core	-25	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-113.4	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	100	Igneous : Extrusive	oriented core	-73	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-113.6	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	166	Igneous : Extrusive	oriented core	-41	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-114.4	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH		Igneous : Extrusive	oriented core	-90	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-115.4	SI8(106.6 to 115.4)	FS-FD:SO-POM:SO-CMD-NORTH	170	Igneous : Extrusive	oriented core	-22	48.7449	Basalt	-87.6276	Lava Flow
This study	Simpson Island	SI8-28.7	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	301	Igneous : Extrusive	oriented core	-38	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-29.7	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	296	Igneous : Extrusive	oriented core	-87	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-29.9	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	266	Igneous : Extrusive	oriented core	-67	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-31.5	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	303	Igneous : Extrusive	oriented core	-15	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-31.7	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	275	Igneous : Extrusive	oriented core	-35	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-32.4	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	280	Igneous : Extrusive	oriented core	-73	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-32.8	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	307	Igneous : Extrusive	oriented core	-44	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-35.2	SI8(19.3 to 45.0)	FS-FD:SO-POM:SO-CMD-NORTH	315	Igneous : Extrusive	oriented core	-29	48.7463	Basalt	-87.62	Lava Flow
This study	Simpson Island	SI8-6.0	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	358	Igneous : Extrusive	oriented core	-18	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-6.2	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	268	Igneous : Extrusive	oriented core	-27	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-6.3	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	43	Igneous : Extrusive	oriented core	-50	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-6.4	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	44	Igneous : Extrusive	oriented core	-51	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-6.5	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	197	Igneous : Extrusive	oriented core	-19	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-7.8	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	264	Igneous : Extrusive	oriented core	-80	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-9.0	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	235	Igneous : Extrusive	oriented core	-92	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-9.2	SI8(3.9 to 19.3)	FS-FD:SO-POM:SO-CMD-NORTH	126	Igneous : Extrusive	oriented core	-90	48.7465	Basalt	-87.6195	Lava Flow
This study	Simpson Island	SI8-50.0	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	116	Igneous : Extrusive	oriented core	-67	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-50.5	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	31	Igneous : Extrusive	oriented core	-31	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-50.6	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	92	Igneous : Extrusive	oriented core	-22	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-51.3	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	129	Igneous : Extrusive	oriented core	-30	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-52.2	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	281	Igneous : Extrusive	oriented core	-34	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-53.0	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	291	Igneous : Extrusive	oriented core	-93	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-53.2	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	330	Igneous : Extrusive	oriented core	-38	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-54.0	SI8(47.5 to 56.7)	FS-FD:SO-POM:SO-CMD-NORTH	22	Igneous : Extrusive	oriented core	-85	48.7458	Basalt	-87.6211	Lava Flow
This study	Simpson Island	SI8-70.3	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	300	Igneous : Extrusive	oriented core	-28	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-70.4	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	283	Igneous : Extrusive	oriented core	-30	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-70.7	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	304	Igneous : Extrusive	oriented core	-75	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-72.1	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	281	Igneous : Extrusive	oriented core	-19	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-72.3	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	120	Igneous : Extrusive	oriented core	-15	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-72.9	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	264	Igneous : Extrusive	oriented core	-61	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-73.2	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	282	Igneous : Extrusive	oriented core	-31	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-73.4	SI8(62.9 to 84.4)	FS-FD:SO-POM:SO-CMD-NORTH	278	Igneous : Extrusive	oriented core	-32	48.7457	Basalt	-87.6223	Lava Flow
This study	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	253	Igneous : Extrusive	oriented core	-47	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-89.0	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	57	Igneous : Extrusive	oriented core	-96	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	129	Igneous : Extrusive	oriented core	-39	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	191	Igneous : Extrusive	oriented core	-42	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	31	Igneous : Extrusive	oriented core	-49	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	179	Igneous : Extrusive	oriented core	-50	48.7453	Basalt	-87.6239	Lava Flow
