tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	hem	0.8	259.4	37.1	1.5	2	8	100	SLB11.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB11.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.8a
This study	hem	0.5	313.5	35.6	2.3	2	8	-1	SLB11.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB11.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.9a
This study	mag	3.6	319.5	35.3	2.9	2	11	-1	SLB11.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB11.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.9a
This study	hem	0.5	267.0	24.7	2.3	2	8	0	SLB11.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB11.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.9a
This study	mag	3.6	272.2	23.4	2.9	2	11	0	SLB11.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB11.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.9a
This study	hem	0.5	259.5	35.9	2.3	2	8	100	SLB11.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB11.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.9a
This study	mag	3.6	265.5	35.9	2.9	2	11	100	SLB11.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB11.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.9a
This study	hem	0.5	6.8	56.6	1.2	2	8	-1	SLB12.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a
This study	mag	1.7	6.5	52.7	2.2	2	11	-1	SLB12.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a
This study	hem	0.5	269.9	29.7	1.2	2	8	0	SLB12.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a
This study	mag	1.7	269.9	25.9	2.2	2	11	0	SLB12.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a
This study	hem	0.5	261.0	41.5	1.2	2	8	100	SLB12.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a
This study	mag	1.7	262.3	37.8	2.2	2	11	100	SLB12.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a
This study	hem	0.2	183.0	3.4	1.6	2	8	-1	SLB12.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.2a
This study	mag	1.6	184.7	1.7	3.1	2	11	-1	SLB12.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.2a
This study	hem	0.2	274.8	22.4	1.6	2	8	0	SLB12.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.2a
This study	mag	1.6	276.6	20.6	3.1	2	11	0	SLB12.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.2a
This study	hem	0.2	268.7	35.4	1.6	2	8	100	SLB12.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.2a
This study	mag	1.6	271.2	34.1	3.1	2	11	100	SLB12.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.2a
This study	mag	1.6	177.1	1.8	1.9	2	11	-1	SLB12.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.3a
This study	hem	1.5	174.9	5.0	1.4	2	8	-1	SLB12.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.3a
This study	mag	1.6	270.7	17.8	1.9	2	11	0	SLB12.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.3a
This study	hem	1.5	268.3	20.9	1.4	2	8	0	SLB12.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.3a
This study	mag	1.6	265.5	30.1	1.9	2	11	100	SLB12.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.3a
This study	hem	1.5	262.0	32.6	1.4	2	8	100	SLB12.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.3a
This study	mag	1.6	173.0	0.6	1.8	2	11	-1	SLB12.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.4a
This study	hem	1.1	171.5	2.8	2.7	2	8	-1	SLB12.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.4a
This study	mag	1.6	269.2	16.4	1.8	2	11	0	SLB12.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.4a
This study	hem	1.1	267.6	18.6	2.7	2	8	0	SLB12.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.4a
This study	mag	1.6	264.2	28.5	1.8	2	11	100	SLB12.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.4a
This study	hem	1.1	261.8	30.2	2.7	2	8	100	SLB12.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.4a
This study	mag	2.6	17.9	22.3	6.8	2	10	-1	SLB12.5a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.5a
This study	hem	1.1	17.3	25.7	1.0	2	8	-1	SLB12.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.5a
This study	mag	2.6	267.7	20.4	6.8	2	10	0	SLB12.5a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.5a
This study	hem	1.1	267.1	23.8	1.0	2	8	0	SLB12.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.5a
This study	mag	2.6	261.5	32.0	6.8	2	10	100	SLB12.5a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.5a
This study	hem	1.1	259.9	35.1	1.0	2	8	100	SLB12.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.5a
This study	mag	3.0	310.9	24.1	4.8	2	11	-1	SLB12.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.6a
This study	hem	0.6	308.4	26.5	1.4	2	8	-1	SLB12.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.6a
This study	mag	3.0	275.8	21.4	4.8	2	11	0	SLB12.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.6a
This study	hem	0.6	273.5	23.9	1.4	2	8	0	SLB12.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.6a
This study	mag	3.0	270.0	34.7	4.8	2	11	100	SLB12.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.6a
This study	hem	0.6	266.8	36.6	1.4	2	8	100	SLB12.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.6a
This study	hem	0.9	169.9	1.0	4.3	2	8	-1	SLB12.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.7a
This study	mag	0.7	168.5	-2.6	0.9	2	11	-1	SLB12.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.7a
This study	hem	0.9	272.9	19.7	4.3	2	8	0	SLB12.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.7a
This study	mag	0.7	271.7	16.0	0.9	2	11	0	SLB12.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.7a
This study	hem	0.9	267.3	32.4	4.3	2	8	100	SLB12.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.7a
This study	mag	0.7	266.9	28.6	0.9	2	11	100	SLB12.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.7a
This study	mag	0.9	185.5	3.1	1.6	2	11	-1	SLB12.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.8a
This study	hem	1.4	187.5	7.5	2.1	2	8	-1	SLB12.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.8a
This study	mag	0.9	266.1	20.0	1.6	2	11	0	SLB12.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.8a
This study	hem	1.4	268.4	24.4	2.1	2	8	0	SLB12.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.8a
This study	mag	0.9	259.9	31.2	1.6	2	11	100	SLB12.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.8a
This study	hem	1.4	261.1	36.0	2.1	2	8	100	SLB12.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.8a
This study	hem	0.8	187.0	-11.0	3.2	2	8	-1	SLB12.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.9a
This study	mag	3.5	190.4	-14.7	4.8	2	11	-1	SLB12.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB12.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.9a
This study	hem	0.8	267.7	20.7	3.2	2	8	0	SLB12.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.9a
This study	mag	3.5	270.8	16.8	4.8	2	11	0	SLB12.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB12.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.9a
This study	hem	0.8	261.4	32.3	3.2	2	8	100	SLB12.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.9a
This study	mag	3.5	265.8	29.1	4.8	2	11	100	SLB12.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB12.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.9a
This study	hem	0.5	91.7	-11.8	0.5	2	8	-1	SLB13.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a
This study	mag	0.5	91.8	-12.5	5.1	2	11	-1	SLB13.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a
This study	hem	0.5	267.4	-0.9	0.5	2	8	0	SLB13.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a
This study	mag	0.5	268.1	-0.9	5.1	2	11	0	SLB13.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a
This study	hem	0.5	266.3	11.2	0.5	2	8	100	SLB13.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a
This study	mag	0.5	267.0	11.3	5.1	2	11	100	SLB13.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a
This study	hem	0.4	104.0	-13.3	1.4	2	8	-1	SLB13.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.2a
This study	mag	0.2	103.4	-13.0	3.2	2	11	-1	SLB13.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.2a
This study	hem	0.4	272.4	10.2	1.4	2	8	0	SLB13.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.2a
This study	mag	0.2	271.9	9.8	3.2	2	11	0	SLB13.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.2a
This study	hem	0.4	269.0	23.0	1.4	2	8	100	SLB13.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.2a
This study	mag	0.2	268.6	22.5	3.2	2	11	100	SLB13.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.2a
This study	mag	0.4	98.6	-17.0	5.3	2	11	-1	SLB13.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.3a
This study	hem	0.9	98.3	-16.9	0.8	2	8	-1	SLB13.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.3a
This study	mag	0.4	273.9	6.1	5.3	2	11	0	SLB13.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.3a
This study	hem	0.9	273.6	5.8	0.8	2	8	0	SLB13.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.3a
This study	mag	0.4	271.4	19.3	5.3	2	11	100	SLB13.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.3a
This study	hem	0.9	271.2	19.0	0.8	2	8	100	SLB13.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.3a
This study	hem	0.9	211.2	-5.6	2.4	2	8	-1	SLB13.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.4a
This study	mag	3.7	212.2	-10.5	4.6	2	11	-1	SLB13.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.4a
This study	hem	0.9	266.6	14.9	2.4	2	8	0	SLB13.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.4a
This study	mag	3.7	266.4	9.9	4.6	2	11	0	SLB13.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.4a
This study	hem	0.9	261.8	26.4	2.4	2	8	100	SLB13.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.4a
This study	mag	3.7	262.9	21.5	4.6	2	11	100	SLB13.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.4a
This study	mag	0.9	223.0	-15.7	7.5	2	11	-1	SLB13.5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.5a
This study	hem	1.1	222.5	-17.1	0.8	2	8	-1	SLB13.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.5a
This study	mag	0.9	273.8	16.4	7.5	2	11	0	SLB13.5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.5a
This study	hem	1.1	272.7	15.3	0.8	2	8	0	SLB13.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.5a
This study	mag	0.9	269.1	29.4	7.5	2	11	100	SLB13.5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.5a
This study	hem	1.1	268.1	28.1	0.8	2	8	100	SLB13.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.5a
This study	hem	0.9	216.7	-24.3	0.9	2	8	-1	SLB13.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.6a
This study	mag	1.5	217.9	-22.8	4.8	2	11	-1	SLB13.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.6a
This study	hem	0.9	273.4	13.9	0.9	2	8	0	SLB13.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.6a
This study	mag	1.5	275.0	14.7	4.8	2	11	0	SLB13.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.6a
This study	hem	0.9	269.2	26.8	0.9	2	8	100	SLB13.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.6a
This study	mag	1.5	270.8	27.9	4.8	2	11	100	SLB13.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.6a
This study	hem	0.4	205.1	-21.6	0.4	2	8	-1	SLB13.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.7a
This study	mag	0.7	207.0	-20.2	4.7	2	11	-1	SLB13.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.7a
This study	hem	0.4	260.1	23.2	0.4	2	8	0	SLB13.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.7a
This study	mag	0.7	262.4	23.9	4.7	2	11	0	SLB13.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.7a
This study	hem	0.4	252.5	32.9	0.4	2	8	100	SLB13.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.7a
This study	mag	0.7	254.8	34.1	4.7	2	11	100	SLB13.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.7a
This study	hem	0.7	177.2	4.5	2.5	2	8	-1	SLB13.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.8a
This study	mag	3.2	175.6	0.9	6.5	2	10	-1	SLB13.8a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB13.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.8a
This study	hem	0.7	274.0	17.5	2.5	2	8	0	SLB13.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.8a
This study	mag	3.2	272.4	13.8	6.5	2	10	0	SLB13.8a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB13.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.8a
This study	hem	0.7	269.1	30.5	2.5	2	8	100	SLB13.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.8a
This study	mag	3.2	268.2	26.6	6.5	2	10	100	SLB13.8a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB13.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.8a
This study	mag	10.1	325.7	44.4	1.8	2	5	-1	SLB14.1a:LP-DIR-T	u	773	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB14.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a
This study	hem	2.7	337.2	57.3	2.1	2	8	-1	SLB14.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB14.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a
This study	mag	10.1	268.0	8.1	1.8	2	5	0	SLB14.1a:LP-DIR-T	u	773	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB14.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a
This study	hem	2.7	279.3	17.9	2.1	2	8	0	SLB14.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB14.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a
This study	mag	10.1	264.9	20.1	1.8	2	5	100	SLB14.1a:LP-DIR-T	u	773	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB14.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a
This study	hem	2.7	274.7	31.9	2.1	2	8	100	SLB14.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB14.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a
