tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	LT	13.3	296.3	73.4	0.7	2	4	0	SS13-6a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS13-6	pmagpy-3.4.1: demag_gui.v.3.0	SS13-6a
This study	HT	1.6	291.7	24.2	5.3	2	13	100	SS13-6a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS13-6	pmagpy-3.4.1: demag_gui.v.3.0	SS13-6a
This study	LT	13.3	265.2	58.1	0.7	2	4	100	SS13-6a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS13-6	pmagpy-3.4.1: demag_gui.v.3.0	SS13-6a
This study	LT	19.6	176.9	45.2	4.5	2	4	-1	SS13-7a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS13-7	pmagpy-3.4.1: demag_gui.v.3.0	SS13-7a
This study	HT	6.3	237.6	47.7	8.0	2	14	-1	SS13-7a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS13-7	pmagpy-3.4.1: demag_gui.v.3.0	SS13-7a
This study	LT	19.6	12.3	70.6	4.5	2	4	0	SS13-7a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS13-7	pmagpy-3.4.1: demag_gui.v.3.0	SS13-7a
This study	HT	6.3	317.4	40.4	8.0	2	14	0	SS13-7a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS13-7	pmagpy-3.4.1: demag_gui.v.3.0	SS13-7a
This study	LT	19.6	303.9	75.1	4.5	2	4	100	SS13-7a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS13-7	pmagpy-3.4.1: demag_gui.v.3.0	SS13-7a
This study	HT	6.3	302.6	34.3	8.0	2	14	100	SS13-7a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS13-7	pmagpy-3.4.1: demag_gui.v.3.0	SS13-7a
This study	HT	2.3	284.8	56.6	2.1	1	13	-1	SS13-8a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS13-8	pmagpy-3.4.1: demag_gui.v.3.0	SS13-8a
This study	HT	2.3	300.8	20.5	2.1	1	13	0	SS13-8a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS13-8	pmagpy-3.4.1: demag_gui.v.3.0	SS13-8a
This study	HT	2.3	295.9	10.6	2.1	1	13	100	SS13-8a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS13-8	pmagpy-3.4.1: demag_gui.v.3.0	SS13-8a
This study	HT	2.5	278.6	58.4	2.5	2	13	-1	SS14-1a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-1	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a
This study	LT	28.2	179.2	58.4	4.5	2	4	-1	SS14-1a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-1	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a
This study	HT	2.5	301.9	27.6	2.5	2	13	0	SS14-1a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-1	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a
This study	LT	28.2	338.9	69.6	4.5	2	4	0	SS14-1a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-1	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a
This study	HT	2.5	294.6	17.7	2.5	2	13	100	SS14-1a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-1	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a
This study	LT	28.2	290.7	64.7	4.5	2	4	100	SS14-1a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-1	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a
This study	HT	2.1	272.5	66.5	2.5	2	12	-1	SS14-2a:LP-DIR-T	u	853	698	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-2	pmagpy-3.4.1: demag_gui.v.3.0	SS14-2a
This study	LT	21.2	162.8	59.8	3.2	2	4	-1	SS14-2a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-2	pmagpy-3.4.1: demag_gui.v.3.0	SS14-2a
This study	HT	2.1	309.5	29.0	2.5	2	12	0	SS14-2a:LP-DIR-T	u	853	698	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-2	pmagpy-3.4.1: demag_gui.v.3.0	SS14-2a
This study	LT	21.2	354.3	60.9	3.2	2	4	0	SS14-2a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-2	pmagpy-3.4.1: demag_gui.v.3.0	SS14-2a
This study	HT	2.1	300.7	21.2	2.5	2	12	100	SS14-2a:LP-DIR-T	u	853	698	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-2	pmagpy-3.4.1: demag_gui.v.3.0	SS14-2a
This study	LT	21.2	315.5	63.6	3.2	2	4	100	SS14-2a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-2	pmagpy-3.4.1: demag_gui.v.3.0	SS14-2a
This study	HT	0.5	347.5	70.0	1.7	1	14	-1	SS14-3a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-3	pmagpy-3.4.1: demag_gui.v.3.0	SS14-3a
This study	HT	0.5	300.2	11.5	1.7	1	14	0	SS14-3a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-3	pmagpy-3.4.1: demag_gui.v.3.0	SS14-3a
This study	HT	0.5	298.1	1.8	1.7	1	14	100	SS14-3a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-3	pmagpy-3.4.1: demag_gui.v.3.0	SS14-3a
This study	LT	53.6	147.0	46.3	5.8	2	4	-1	SS14-4a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-4	pmagpy-3.4.1: demag_gui.v.3.0	SS14-4a
This study	HT	0.8	342.7	65.3	3.4	2	13	-1	SS14-4a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-4	pmagpy-3.4.1: demag_gui.v.3.0	SS14-4a
This study	LT	53.6	8.8	64.9	5.8	2	4	0	SS14-4a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-4	pmagpy-3.4.1: demag_gui.v.3.0	SS14-4a
This study	HT	0.8	299.0	15.1	3.4	2	13	0	SS14-4a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-4	pmagpy-3.4.1: demag_gui.v.3.0	SS14-4a
This study	LT	53.6	319.3	71.2	5.8	2	4	100	SS14-4a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-4	pmagpy-3.4.1: demag_gui.v.3.0	SS14-4a
This study	HT	0.8	295.9	5.0	3.4	2	13	100	SS14-4a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-4	pmagpy-3.4.1: demag_gui.v.3.0	SS14-4a
This study	HT	0.4	284.2	45.8	2.6	1	16	-1	SS14-5a:LP-DIR-T	u	853	598	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-5	pmagpy-3.4.1: demag_gui.v.3.0	SS14-5a
This study	HT	0.4	303.3	15.0	2.6	1	16	0	SS14-5a:LP-DIR-T	u	853	598	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-5	pmagpy-3.4.1: demag_gui.v.3.0	SS14-5a
This study	HT	0.4	299.9	6.2	2.6	1	16	100	SS14-5a:LP-DIR-T	u	853	598	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-5	pmagpy-3.4.1: demag_gui.v.3.0	SS14-5a
This study	LT	36.6	149.4	54.1	2.2	2	4	-1	SS14-6a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-6	pmagpy-3.4.1: demag_gui.v.3.0	SS14-6a
This study	HT	0.5	264.9	67.5	2.5	2	13	-1	SS14-6a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-6	pmagpy-3.4.1: demag_gui.v.3.0	SS14-6a
This study	LT	36.6	343.5	48.7	2.2	2	4	0	SS14-6a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-6	pmagpy-3.4.1: demag_gui.v.3.0	SS14-6a
This study	HT	0.5	292.6	20.4	2.5	2	13	0	SS14-6a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-6	pmagpy-3.4.1: demag_gui.v.3.0	SS14-6a
This study	LT	36.6	319.8	50.2	2.2	2	4	100	SS14-6a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-6	pmagpy-3.4.1: demag_gui.v.3.0	SS14-6a
This study	HT	0.5	288.5	8.2	2.5	2	13	100	SS14-6a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-6	pmagpy-3.4.1: demag_gui.v.3.0	SS14-6a
This study	HT	0.7	272.8	36.9	2.8	1	15	-1	SS14-7a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-7	pmagpy-3.4.1: demag_gui.v.3.0	SS14-7a
This study	HT	0.7	292.5	16.0	2.8	1	15	0	SS14-7a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-7	pmagpy-3.4.1: demag_gui.v.3.0	SS14-7a
This study	HT	0.7	289.6	4.0	2.8	1	15	100	SS14-7a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-7	pmagpy-3.4.1: demag_gui.v.3.0	SS14-7a
This study	HT	1.9	294.5	32.4	3.7	2	14	-1	SS14-8a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-8	pmagpy-3.4.1: demag_gui.v.3.0	SS14-8a
This study	LT	47.0	197.4	53.4	4.5	2	4	-1	SS14-8a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-8	pmagpy-3.4.1: demag_gui.v.3.0	SS14-8a
This study	HT	1.9	300.7	10.1	3.7	2	14	0	SS14-8a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-8	pmagpy-3.4.1: demag_gui.v.3.0	SS14-8a
This study	LT	47.0	290.7	78.3	4.5	2	4	0	SS14-8a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-8	pmagpy-3.4.1: demag_gui.v.3.0	SS14-8a
This study	HT	1.9	299.0	0.7	3.7	2	14	100	SS14-8a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-8	pmagpy-3.4.1: demag_gui.v.3.0	SS14-8a
This study	LT	47.0	257.5	61.4	4.5	2	4	100	SS14-8a:LP-DIR-T	u	473	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-8	pmagpy-3.4.1: demag_gui.v.3.0	SS14-8a
This study	HT	0.9	283.7	35.3	2.5	1	15	-1	SS14-9a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS14-9	pmagpy-3.4.1: demag_gui.v.3.0	SS14-9a
This study	HT	0.9	310.2	10.0	2.5	1	15	0	SS14-9a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS14-9	pmagpy-3.4.1: demag_gui.v.3.0	SS14-9a
This study	HT	0.9	307.9	3.6	2.5	1	15	100	SS14-9a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS14-9	pmagpy-3.4.1: demag_gui.v.3.0	SS14-9a
This study	HT	0.6	217.9	9.3	2.3	1	14	-1	SS15-10a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-10	pmagpy-3.4.1: demag_gui.v.3.0	SS15-10a
This study	HT	0.6	269.4	25.4	2.3	1	14	0	SS15-10a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-10	pmagpy-3.4.1: demag_gui.v.3.0	SS15-10a
This study	HT	0.6	266.3	8.1	2.3	1	14	100	SS15-10a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-10	pmagpy-3.4.1: demag_gui.v.3.0	SS15-10a
This study	HT	1.7	285.4	25.6	3.0	1	18	-1	SS15-1a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-1	pmagpy-3.4.1: demag_gui.v.3.0	SS15-1a
This study	HT	1.7	322.0	13.9	3.0	1	18	0	SS15-1a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-1	pmagpy-3.4.1: demag_gui.v.3.0	SS15-1a
This study	HT	1.7	317.6	11.2	3.0	1	18	100	SS15-1a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-1	pmagpy-3.4.1: demag_gui.v.3.0	SS15-1a
This study	HT	1.8	192.4	46.1	2.1	2	12	-1	SS15-2a:LP-DIR-T	u	853	698	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-2	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a
This study	LT	14.5	184.7	62.2	4.5	2	5	-1	SS15-2a:LP-DIR-T	u	573	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-2	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a
This study	HT	1.8	309.8	75.9	2.1	2	12	0	SS15-2a:LP-DIR-T	u	853	698	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-2	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a
This study	LT	14.5	65.1	85.2	4.5	2	5	0	SS15-2a:LP-DIR-T	u	573	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-2	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a
This study	HT	1.8	267.6	62.4	2.1	2	12	100	SS15-2a:LP-DIR-T	u	853	698	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-2	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a
This study	LT	14.5	235.2	74.8	4.5	2	5	100	SS15-2a:LP-DIR-T	u	573	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-2	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a
This study	HT	1.1	165.4	-19.4	1.4	1	15	-1	SS15-3a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-3	pmagpy-3.4.1: demag_gui.v.3.0	SS15-3a
This study	HT	1.1	299.1	20.3	1.4	1	15	0	SS15-3a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-3	pmagpy-3.4.1: demag_gui.v.3.0	SS15-3a
This study	HT	1.1	294.4	10.0	1.4	1	15	100	SS15-3a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-3	pmagpy-3.4.1: demag_gui.v.3.0	SS15-3a
This study	HT	0.7	110.0	46.8	1.4	1	15	-1	SS15-4a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-4	pmagpy-3.4.1: demag_gui.v.3.0	SS15-4a
This study	HT	0.7	232.8	48.4	1.4	1	15	0	SS15-4a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-4	pmagpy-3.4.1: demag_gui.v.3.0	SS15-4a
This study	HT	0.7	234.0	28.5	1.4	1	15	100	SS15-4a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-4	pmagpy-3.4.1: demag_gui.v.3.0	SS15-4a
This study	HT	0.3	204.5	-1.5	2.4	1	17	-1	SS15-5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-5	pmagpy-3.4.1: demag_gui.v.3.0	SS15-5a
This study	HT	0.3	291.6	27.4	2.4	1	17	0	SS15-5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-5	pmagpy-3.4.1: demag_gui.v.3.0	SS15-5a
This study	HT	0.3	285.6	14.7	2.4	1	17	100	SS15-5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-5	pmagpy-3.4.1: demag_gui.v.3.0	SS15-5a
This study	HT	0.4	190.7	-9.9	2.0	1	18	-1	SS15-6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-6	pmagpy-3.4.1: demag_gui.v.3.0	SS15-6a
This study	HT	0.4	284.2	22.5	2.0	1	18	0	SS15-6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-6	pmagpy-3.4.1: demag_gui.v.3.0	SS15-6a
This study	HT	0.4	280.3	8.2	2.0	1	18	100	SS15-6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-6	pmagpy-3.4.1: demag_gui.v.3.0	SS15-6a
This study	HT	1.2	197.5	-12.1	3.1	1	15	-1	SS15-7a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-7	pmagpy-3.4.1: demag_gui.v.3.0	SS15-7a
This study	HT	1.2	289.7	15.6	3.1	1	15	0	SS15-7a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-7	pmagpy-3.4.1: demag_gui.v.3.0	SS15-7a
This study	HT	1.2	287.1	2.9	3.1	1	15	100	SS15-7a:LP-DIR-T	u	853	623	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-7	pmagpy-3.4.1: demag_gui.v.3.0	SS15-7a
This study	HT	0.6	187.9	-12.4	1.2	1	18	-1	SS15-8a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-8	pmagpy-3.4.1: demag_gui.v.3.0	SS15-8a
This study	HT	0.6	278.6	22.2	1.2	1	18	0	SS15-8a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-8	pmagpy-3.4.1: demag_gui.v.3.0	SS15-8a
This study	HT	0.6	275.3	6.7	1.2	1	18	100	SS15-8a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-8	pmagpy-3.4.1: demag_gui.v.3.0	SS15-8a
This study	HT	1.0	186.9	-7.3	1.8	1	14	-1	SS15-9a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS15-9	pmagpy-3.4.1: demag_gui.v.3.0	SS15-9a
This study	HT	1.0	285.0	31.3	1.8	1	14	0	SS15-9a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS15-9	pmagpy-3.4.1: demag_gui.v.3.0	SS15-9a
This study	HT	1.0	278.7	16.9	1.8	1	14	100	SS15-9a:LP-DIR-T	u	853	648	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS15-9	pmagpy-3.4.1: demag_gui.v.3.0	SS15-9a
This study	HT	1.9	316.8	7.5	3.1	2	8	-1	SS16-10a:LP-DIR-T	u	853	788	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-10	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a
This study	LT	110.3	132.1	-51.4	8.9	2	4	-1	SS16-10a:LP-DIR-T	u	573	77	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-10	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a
This study	HT	1.9	280.9	-2.7	3.1	2	8	0	SS16-10a:LP-DIR-T	u	853	788	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-10	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a
This study	LT	110.3	105.8	-41.0	8.9	2	4	0	SS16-10a:LP-DIR-T	u	573	77	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-10	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a
This study	HT	1.9	281.3	0.1	3.1	2	8	100	SS16-10a:LP-DIR-T	u	853	788	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-10	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a
This study	LT	110.3	89.7	-42.9	8.9	2	4	100	SS16-10a:LP-DIR-T	u	573	77	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-10	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a
This study	HT	0.9	344.8	28.1	3.4	2	10	-1	SS16-3a:LP-DIR-T	u	853	748	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-3	pmagpy-3.4.1: demag_gui.v.3.0	SS16-3a
This study	LT	59.9	186.3	73.7	2.5	2	7	-1	SS16-3a:LP-DIR-T	u	623	273	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-3	pmagpy-3.4.1: demag_gui.v.3.0	SS16-3a
This study	HT	0.9	290.3	15.5	3.4	2	10	0	SS16-3a:LP-DIR-T	u	853	748	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-3	pmagpy-3.4.1: demag_gui.v.3.0	SS16-3a
This study	LT	59.9	153.1	86.3	2.5	2	7	0	SS16-3a:LP-DIR-T	u	623	273	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-3	pmagpy-3.4.1: demag_gui.v.3.0	SS16-3a
This study	HT	0.9	284.7	20.3	3.4	2	10	100	SS16-3a:LP-DIR-T	u	853	748	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-3	pmagpy-3.4.1: demag_gui.v.3.0	SS16-3a
This study	LT	59.9	177.1	68.9	2.5	2	7	100	SS16-3a:LP-DIR-T	u	623	273	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-3	pmagpy-3.4.1: demag_gui.v.3.0	SS16-3a
This study	HT	0.6	311.4	19.2	2.7	1	13	-1	SS16-4a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-4	pmagpy-3.4.1: demag_gui.v.3.0	SS16-4a
This study	HT	0.6	289.7	4.8	2.7	1	13	0	SS16-4a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-4	pmagpy-3.4.1: demag_gui.v.3.0	SS16-4a
This study	HT	0.6	287.5	9.9	2.7	1	13	100	SS16-4a:LP-DIR-T	u	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-4	pmagpy-3.4.1: demag_gui.v.3.0	SS16-4a
This study	LT	43.4	162.6	45.6	4.9	2	8	-1	SS16-5a:LP-DIR-T	u	673	77	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-5	pmagpy-3.4.1: demag_gui.v.3.0	SS16-5a
This study	HT	0.5	109.9	-4.3	4.7	2	5	-1	SS16-5a:LP-DIR-T	u	853	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-5	pmagpy-3.4.1: demag_gui.v.3.0	SS16-5a
This study	LT	43.4	277.8	76.5	4.9	2	8	0	SS16-5a:LP-DIR-T	u	673	77	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-5	pmagpy-3.4.1: demag_gui.v.3.0	SS16-5a
This study	HT	0.5	270.1	8.3	4.7	2	5	0	SS16-5a:LP-DIR-T	u	853	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-5	pmagpy-3.4.1: demag_gui.v.3.0	SS16-5a
This study	LT	43.4	222.1	68.9	4.9	2	8	100	SS16-5a:LP-DIR-T	u	673	77	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-5	pmagpy-3.4.1: demag_gui.v.3.0	SS16-5a
This study	HT	0.5	267.6	7.3	4.7	2	5	100	SS16-5a:LP-DIR-T	u	853	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-5	pmagpy-3.4.1: demag_gui.v.3.0	SS16-5a
This study	HT	1.2	131.3	-5.0	3.2	2	9	-1	SS16-6a:LP-DIR-T	u	853	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-6	pmagpy-3.4.1: demag_gui.v.3.0	SS16-6a
This study	LT	79.3	169.1	81.1	5.1	2	6	-1	SS16-6a:LP-DIR-T	u	623	77	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-6	pmagpy-3.4.1: demag_gui.v.3.0	SS16-6a
This study	HT	1.2	290.9	6.9	3.2	2	9	0	SS16-6a:LP-DIR-T	u	853	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-6	pmagpy-3.4.1: demag_gui.v.3.0	SS16-6a
This study	LT	79.3	170.3	80.6	5.1	2	6	0	SS16-6a:LP-DIR-T	u	623	77	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-6	pmagpy-3.4.1: demag_gui.v.3.0	SS16-6a
This study	HT	1.2	288.0	12.3	3.2	2	9	100	SS16-6a:LP-DIR-T	u	853	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-6	pmagpy-3.4.1: demag_gui.v.3.0	SS16-6a
This study	LT	79.3	177.8	62.9	5.1	2	6	100	SS16-6a:LP-DIR-T	u	623	77	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SS16-6	pmagpy-3.4.1: demag_gui.v.3.0	SS16-6a
This study	LT	109.6	309.9	69.7	11.7	2	5	-1	SS16-9a:LP-DIR-T	u	598	77	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-9	pmagpy-3.4.1: demag_gui.v.3.0	SS16-9a
This study	HT	0.4	166.9	-9.2	1.6	2	10	-1	SS16-9a:LP-DIR-T	u	853	748	K	LP-DIR-T:DE-BFL:DA-DIR	g	SS16-9	pmagpy-3.4.1: demag_gui.v.3.0	SS16-9a
This study	LT	109.6	78.7	54.5	11.7	2	5	0	SS16-9a:LP-DIR-T	u	598	77	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-9	pmagpy-3.4.1: demag_gui.v.3.0	SS16-9a
This study	HT	0.4	272.9	9.3	1.6	2	10	0	SS16-9a:LP-DIR-T	u	853	748	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SS16-9	pmagpy-3.4.1: demag_gui.v.3.0	SS16-9a
