tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	height	lat	lithologies	location	lon	method_codes	result_quality	result_type	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
41	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.6	hem	276.7	23.6	86.0	9	9	9	0	t	8.9067	100	Extrusive	Lava Flow		47.5306	Basalt	Two Island River	269.06898	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16	pmagpy-3.4.1: demag_gui.v.3.0	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	6.0	3.2	13.6	182.6
41	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	7.2	mag	275.0	23.5	53.0	9	9	9	0	t	8.8477	100	Extrusive	Lava Flow		47.5306	Basalt	Two Island River	269.06898	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16	pmagpy-3.4.1: demag_gui.v.3.0	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	7.7	4.1	12.4	183.8
42	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.6	hem	290.4	35.9	71.0	8	8	8	0	t	7.901	0	Extrusive	Lava Flow	218.7	47.53024	Basalt	Two Island River	269.06923	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17	pmagpy-3.4.1: demag_gui.v.3.0	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	7.7	4.4	28.2	178.3
42	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.8	mag	289.8	34.8	68.0	8	8	8	0	t	7.8971	0	Extrusive	Lava Flow	218.7	47.53024	Basalt	Two Island River	269.06923	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17	pmagpy-3.4.1: demag_gui.v.3.0	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	7.8	4.5	27.3	178.1
42	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.6	hem	283.5	51.4	71.0	8	8	8	0	t	7.9009	100	Extrusive	Lava Flow	218.7	47.53024	Basalt	Two Island River	269.06923	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17	pmagpy-3.4.1: demag_gui.v.3.0	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	9.0	6.1	31.7	193.5
42	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.8	mag	283.0	50.2	68.0	8	8	8	0	t	7.897	100	Extrusive	Lava Flow	218.7	47.53024	Basalt	Two Island River	269.06923	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB17.1:SLB17.2:SLB17.3:SLB17.4:SLB17.5:SLB17.6:SLB17.7:SLB17.8	SLB17	pmagpy-3.4.1: demag_gui.v.3.0	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	9.1	6.1	30.7	192.9
43	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.6	hem	287.1	36.1	205.0	9	9	9	0	t	8.961	0	Extrusive	Lava Flow	225.9	47.53006	Basalt	Two Island River	269.06937	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18	pmagpy-3.4.1: demag_gui.v.3.0	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	4.2	2.4	26.1	180.8
43	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.5	mag	287.0	36.7	217.0	9	9	9	0	t	8.9631	0	Extrusive	Lava Flow	225.9	47.53006	Basalt	Two Island River	269.06937	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18	pmagpy-3.4.1: demag_gui.v.3.0	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	4.1	2.4	26.3	181.2
43	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.6	hem	279.2	51.1	206.0	9	9	9	0	t	8.9612	100	Extrusive	Lava Flow	225.9	47.53006	Basalt	Two Island River	269.06937	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18	pmagpy-3.4.1: demag_gui.v.3.0	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	4.9	3.3	28.7	196.0
43	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.5	mag	278.8	51.6	218.0	9	9	9	0	t	8.9632	100	Extrusive	Lava Flow	225.9	47.53006	Basalt	Two Island River	269.06937	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB18.1:SLB18.2:SLB18.3:SLB18.4:SLB18.5:SLB18.6:SLB18.7:SLB18.8:SLB18.9	SLB18	pmagpy-3.4.1: demag_gui.v.3.0	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	4.8	3.2	28.7	196.6
44	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.6	hem	290.2	33.0	208.0	9	9	9	0	t	8.9616	0	Extrusive	Lava Flow		47.52995	Basalt	Two Island River	269.0696	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB19.1:SLB19.2:SLB19.3:SLB19.4:SLB19.5:SLB19.6:SLB19.7:SLB19.8:SLB19.9	SLB19	pmagpy-3.4.1: demag_gui.v.3.0	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	4.1	2.3	26.7	176.9
44	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.4	mag	289.4	33.4	228.0	9	9	9	0	t	8.9649	0	Extrusive	Lava Flow		47.52995	Basalt	Two Island River	269.0696	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB19.1:SLB19.2:SLB19.3:SLB19.4:SLB19.5:SLB19.6:SLB19.7:SLB19.8:SLB19.9	SLB19	pmagpy-3.4.1: demag_gui.v.3.0	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	3.9	2.2	26.4	177.7
44	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.6	hem	284.0	48.4	208.0	9	9	9	0	t	8.9615	100	Extrusive	Lava Flow		47.52995	Basalt	Two Island River	269.0696	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB19.1:SLB19.2:SLB19.3:SLB19.4:SLB19.5:SLB19.6:SLB19.7:SLB19.8:SLB19.9	SLB19	pmagpy-3.4.1: demag_gui.v.3.0	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	4.7	3.1	30.3	190.8
44	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.4	mag	282.9	48.8	231.0	9	9	9	0	t	8.9653	100	Extrusive	Lava Flow		47.52995	Basalt	Two Island River	269.0696	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB19.1:SLB19.2:SLB19.3:SLB19.4:SLB19.5:SLB19.6:SLB19.7:SLB19.8:SLB19.9	SLB19	pmagpy-3.4.1: demag_gui.v.3.0	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	4.5	3.0	29.8	191.8
45	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.7	hem	293.8	36.1	223.0	8	8	8	0	t	7.9686	0	Extrusive	Lava Flow		47.52977	Basalt	Two Island River	269.06966	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB20.1:SLB20.2:SLB20.3:SLB20.4:SLB20.5:SLB20.6:SLB20.7:SLB20.8	SLB20	pmagpy-3.4.1: demag_gui.v.3.0	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	4.3	2.5	30.6	175.8
45	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.1	mag	295.1	35.9	181.0	8	8	8	0	t	7.9613	0	Extrusive	Lava Flow		47.52977	Basalt	Two Island River	269.06966	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB20.1:SLB20.2:SLB20.3:SLB20.4:SLB20.5:SLB20.6:SLB20.7:SLB20.8	SLB20	pmagpy-3.4.1: demag_gui.v.3.0	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	4.8	2.8	31.4	174.7
45	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.7	hem	287.8	51.9	223.0	8	8	8	0	t	7.9686	100	Extrusive	Lava Flow		47.52977	Basalt	Two Island River	269.06966	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB20.1:SLB20.2:SLB20.3:SLB20.4:SLB20.5:SLB20.6:SLB20.7:SLB20.8	SLB20	pmagpy-3.4.1: demag_gui.v.3.0	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	5.1	3.5	34.8	191.2
45	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.1	mag	289.6	51.9	180.0	8	8	8	0	n	7.9612	100	Extrusive	Lava Flow		47.52977	Basalt	Two Island River	269.06966	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB20.1:SLB20.2:SLB20.3:SLB20.4:SLB20.5:SLB20.6:SLB20.7:SLB20.8	SLB20	pmagpy-3.4.1: demag_gui.v.3.0	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	5.6	3.8	36.0	190.1
46	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.2	hem	288.2	29.5	173.0	8	8	8	0	t	7.9594	0	Extrusive	Lava Flow	246.3	47.52953	Basalt	Two Island River	269.06999	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB21.1:SLB21.2:SLB21.3:SLB21.4:SLB21.5:SLB21.6:SLB21.7:SLB21.8	SLB21	pmagpy-3.4.1: demag_gui.v.3.0	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	4.6	2.6	23.8	176.7
46	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.9	mag	290.2	29.9	202.0	8	8	8	0	t	7.9654	0	Extrusive	Lava Flow	246.3	47.52953	Basalt	Two Island River	269.06999	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB21.1:SLB21.2:SLB21.3:SLB21.4:SLB21.5:SLB21.6:SLB21.7:SLB21.8	SLB21	pmagpy-3.4.1: demag_gui.v.3.0	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	4.3	2.4	25.3	175.4
46	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.2	hem	282.4	44.7	173.0	8	8	8	0	t	7.9595	100	Extrusive	Lava Flow	246.3	47.52953	Basalt	Two Island River	269.06999	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB21.1:SLB21.2:SLB21.3:SLB21.4:SLB21.5:SLB21.6:SLB21.7:SLB21.8	SLB21	pmagpy-3.4.1: demag_gui.v.3.0	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	5.3	3.3	27.2	189.3
46	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.9	mag	284.7	45.4	201.0	8	8	8	0	t	7.9653	100	Extrusive	Lava Flow	246.3	47.52953	Basalt	Two Island River	269.06999	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB21.1:SLB21.2:SLB21.3:SLB21.4:SLB21.5:SLB21.6:SLB21.7:SLB21.8	SLB21	pmagpy-3.4.1: demag_gui.v.3.0	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	5.0	3.1	29.1	188.2
47	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.3	hem	288.4	36.0	278.0	8	8	8	0	t	7.9748	0	Extrusive	Lava Flow		47.52794	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB22.1:SLB22.2:SLB22.3:SLB22.4:SLB22.5:SLB22.6:SLB22.7:SLB22.8	SLB22	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	3.8	2.2	26.9	179.8
47	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.2	mag	287.2	34.6	296.0	8	8	8	0	t	7.9763	0	Extrusive	Lava Flow		47.52794	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB22.1:SLB22.2:SLB22.3:SLB22.4:SLB22.5:SLB22.6:SLB22.7:SLB22.8	SLB22	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	3.7	2.1	25.4	180.0
47	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.3	hem	281.0	51.1	280.0	8	8	8	0	t	7.975	100	Extrusive	Lava Flow		47.52794	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB22.1:SLB22.2:SLB22.3:SLB22.4:SLB22.5:SLB22.6:SLB22.7:SLB22.8	SLB22	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	4.5	3.0	29.9	194.9
47	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.2	mag	279.8	49.6	295.0	8	8	8	0	t	7.9763	100	Extrusive	Lava Flow		47.52794	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB22.1:SLB22.2:SLB22.3:SLB22.4:SLB22.5:SLB22.6:SLB22.7:SLB22.8	SLB22	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	4.3	2.8	28.2	194.5
48	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.8	hem	297.5	31.8	40.0	8	8	8	0	t	7.8268	0	Extrusive	Lava Flow	262.8	47.52783	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB23.1:SLB23.2:SLB23.3:SLB23.4:SLB23.5:SLB23.6:SLB23.7:SLB23.8	SLB23	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a:SLB23.2a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	9.9	5.6	31.1	170.7
48	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.8	mag	298.5	31.3	41.0	8	8	8	0	t	7.8292	0	Extrusive	Lava Flow	262.8	47.52783	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB23.1:SLB23.2:SLB23.3:SLB23.4:SLB23.5:SLB23.6:SLB23.7:SLB23.8	SLB23	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a:SLB23.2a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	9.9	5.5	31.5	169.6
48	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.8	hem	293.3	48.1	40.0	8	8	8	0	n	7.8269	100	Extrusive	Lava Flow	262.8	47.52783	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB23.1:SLB23.2:SLB23.3:SLB23.4:SLB23.5:SLB23.6:SLB23.7:SLB23.8	SLB23	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a:SLB23.2a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	11.5	7.5	36.3	184.3
48	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.7	mag	294.7	47.7	41.0	8	8	8	0	n	7.8295	100	Extrusive	Lava Flow	262.8	47.52783	Basalt	Two Island River	269.06879	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB23.1:SLB23.2:SLB23.3:SLB23.4:SLB23.5:SLB23.6:SLB23.7:SLB23.8	SLB23	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a:SLB23.2a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	11.3	7.4	37.0	183.0
49	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.1	hem	287.7	29.4	161.0	9	9	9	0	t	8.9504	0	Extrusive	Lava Flow	266.4	47.52756	Basalt	Two Island River	269.06866	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB24.1:SLB24.2:SLB24.3:SLB24.4:SLB24.5:SLB24.6:SLB24.7:SLB24.8:SLB24.9	SLB24	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	4.5	2.5	23.4	177.0
49	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.5	mag	287.9	27.5	222.0	9	9	9	0	t	8.9639	0	Extrusive	Lava Flow	266.4	47.52756	Basalt	Two Island River	269.06866	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB24.1:SLB24.2:SLB24.3:SLB24.4:SLB24.5:SLB24.6:SLB24.7:SLB24.8:SLB24.9	SLB24	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	3.8	2.1	22.7	176.0
49	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.1	hem	281.8	44.6	161.0	9	9	9	0	t	8.9504	100	Extrusive	Lava Flow	266.4	47.52756	Basalt	Two Island River	269.06866	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB24.1:SLB24.2:SLB24.3:SLB24.4:SLB24.5:SLB24.6:SLB24.7:SLB24.8:SLB24.9	SLB24	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	5.2	3.3	26.7	189.6
49	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.5	mag	282.5	42.7	222.0	9	9	9	0	t	8.964	100	Extrusive	Lava Flow	266.4	47.52756	Basalt	Two Island River	269.06866	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB24.1:SLB24.2:SLB24.3:SLB24.4:SLB24.5:SLB24.6:SLB24.7:SLB24.8:SLB24.9	SLB24	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	4.3	2.7	26.2	187.9
50	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.7	hem	286.4	28.8	174.0	10	10	10	0	t	9.9482	0	Extrusive	Lava Flow		47.527190000000004	Basalt	Two Island River	269.06894	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB25.10:SLB25.1:SLB25.2:SLB25.3:SLB25.4:SLB25.5:SLB25.6:SLB25.7:SLB25.8:SLB25.9	SLB25	pmagpy-3.4.1: demag_gui.v.3.0	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	4.1	2.2	22.3	177.7
50	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.0	mag	283.7	27.4	148.0	10	10	10	0	t	9.9391	0	Extrusive	Lava Flow		47.527190000000004	Basalt	Two Island River	269.06894	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB25.10:SLB25.1:SLB25.2:SLB25.3:SLB25.4:SLB25.5:SLB25.6:SLB25.7:SLB25.8:SLB25.9	SLB25	pmagpy-3.4.1: demag_gui.v.3.0	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	4.4	2.4	19.9	179.1
50	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.7	hem	280.4	43.7	174.0	10	10	10	0	t	9.9484	100	Extrusive	Lava Flow		47.527190000000004	Basalt	Two Island River	269.06894	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB25.10:SLB25.1:SLB25.2:SLB25.3:SLB25.4:SLB25.5:SLB25.6:SLB25.7:SLB25.8:SLB25.9	SLB25	pmagpy-3.4.1: demag_gui.v.3.0	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	4.6	2.9	25.3	190.0
50	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.0	mag	277.5	42.0	148.0	10	10	10	0	t	9.9392	100	Extrusive	Lava Flow		47.527190000000004	Basalt	Two Island River	269.06894	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB25.10:SLB25.1:SLB25.2:SLB25.3:SLB25.4:SLB25.5:SLB25.6:SLB25.7:SLB25.8:SLB25.9	SLB25	pmagpy-3.4.1: demag_gui.v.3.0	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	4.9	3.0	22.5	190.9
