tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.5	mag	287.4	Site direction included in results table	43.2	1.0880e+03	3.0000e+00	Ma	248	8	8	0		7.9718	100
	This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.4	hem	287.0	Site direction included in results table	43.4	1.0880e+03	3.0000e+00	Ma	269	8	8	0		7.9740	100
	This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.6	mag	298.2	Site direction included in results table	30.4	1.0880e+03	3.0000e+00	Ma	385	9	9	0		8.9792	0
	This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.3	hem	297.4	Site direction included in results table	28.9	1.0880e+03	3.0000e+00	Ma	484	9	9	0		8.9835	0
	This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.6	mag	294.5	Site direction included in results table	46.8	1.0880e+03	3.0000e+00	Ma	387	9	9	0		8.9793	100
	This study	Two Island River	SLB35	SLB35.1a:SLB35.2a:SLB35.3a:SLB35.4a:SLB35.5a:SLB35.6a:SLB35.7a:SLB35.8a:SLB35.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.3	hem	293.8	Site direction included in results table	45.2	1.0880e+03	3.0000e+00	Ma	484	9	9	0		8.9835	100
	This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	mag	292.5	Site direction included in results table	25.1	1.0880e+03	3.0000e+00	Ma	193	9	9	0		8.9586	0
	This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.8	hem	293.2	Site direction included in results table	24.2	1.0880e+03	3.0000e+00	Ma	189	9	9	0		8.9577	0
	This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.7	mag	288.4	Site direction included in results table	40.9	1.0880e+03	3.0000e+00	Ma	194	9	9	0		8.9587	100
	This study	Two Island River	SLB36	SLB36.1a:SLB36.2a:SLB36.3a:SLB36.4a:SLB36.5a:SLB36.6a:SLB36.7a:SLB36.8a:SLB36.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.8	hem	289.4	Site direction included in results table	40.1	1.0880e+03	3.0000e+00	Ma	188	9	9	0		8.9575	100
	This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.6	mag	297.9	Site direction included in results table	30.5	1.0880e+03	3.0000e+00	Ma	394	9	9	0		8.9797	0
	This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.8	hem	298.4	Site direction included in results table	29.9	1.0880e+03	3.0000e+00	Ma	341	9	9	0		8.9765	0
	This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.6	mag	294.0	Site direction included in results table	46.9	1.0880e+03	3.0000e+00	Ma	394	9	9	0		8.9797	100
	This study	Two Island River	SLB37	SLB37.1a:SLB37.2a:SLB37.3a:SLB37.4a:SLB37.5a:SLB37.6a:SLB37.7a:SLB37.8a:SLB37.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.8	hem	294.9	Site direction included in results table	46.3	1.0880e+03	3.0000e+00	Ma	339	9	9	0		8.9764	100
	This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.7	mag	292.0	Site direction included in results table	29.9	1.0880e+03	3.0000e+00	Ma	70	8	8	0		7.9003	0
	This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.0	hem	294.5	Site direction included in results table	30.7	1.0880e+03	3.0000e+00	Ma	63	8	8	0		7.8885	0
	This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.7	mag	286.9	Site direction included in results table	45.6	1.0880e+03	3.0000e+00	Ma	70	8	8	0		7.9004	100
	This study	Two Island River	SLB38	SLB38.1a:SLB38.2a:SLB38.3a:SLB38.4a:SLB38.5a:SLB38.6a:SLB38.7a:SLB38.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	7.0	hem	289.9	Site direction included in results table	46.8	1.0880e+03	3.0000e+00	Ma	63	8	8	0		7.8886	100
	This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.9	mag	297.7	Site direction included in results table	31.0	1.0880e+03	3.0000e+00	Ma	359	8	8	0		7.9805	0
	This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.7	hem	298.8	Site direction included in results table	30.6	1.0880e+03	3.0000e+00	Ma	435	8	8	0		7.9839	0
	This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.9	mag	293.8	Site direction included in results table	47.3	1.0880e+03	3.0000e+00	Ma	356	8	8	0		7.9803	100
	This study	Two Island River	SLB39	SLB39.1a:SLB39.2a:SLB39.3a:SLB39.4a:SLB39.5a:SLB39.6a:SLB39.7a:SLB39.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.7	hem	295.2	Site direction included in results table	47.1	1.0880e+03	3.0000e+00	Ma	433	8	8	0		7.9838	100
	This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.0	mag	297.1	Site direction included in results table	36.0	1.0880e+03	3.0000e+00	Ma	147	7	7	0		6.9592	0
	This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.8	hem	298.6	Site direction included in results table	35.1	1.0880e+03	3.0000e+00	Ma	157	7	7	0		6.9618	0
	This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.0	mag	292.1	Site direction included in results table	52.3	1.0880e+03	3.0000e+00	Ma	147	7	7	0		6.9592	100
	This study	Two Island River	SLB40	SLB40.2a:SLB40.3a:SLB40.4a:SLB40.5a:SLB40.6a:SLB40.7a:SLB40.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.8	hem	294.3	Site direction included in results table	51.5	1.0880e+03	3.0000e+00	Ma	157	7	7	0		6.9619	100
