tab 	magic_measurements																							
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-18 09:45:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	25.9		g	30.3	1.39E-05	3	1	3.56E-07	6.07E-07	1.24E-07	u	273	0	0	373
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-18 16:59:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	26.7		g	29.5	1.43E-05	4	1	2.10E-07	2.40E-07	1.24E-07	u	273	0	0	473
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-19 12:45:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	24.2		g	29.3	1.30E-05	5	1	1.28E-07	1.21E-07	1.12E-07	u	273	0	0	573
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-25 12:25:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	26.6		g	29.4	1.18E-05	6	1	1.62E-07	1.50E-07	1.59E-07	u	273	0	0	623
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-26 09:19:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	26.8		g	29.3	1.11E-05	7	1	1.39E-07	1.69E-07	1.41E-07	u	273	0	0	673
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-26 16:49:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	25.1		g	29.3	1.02E-05	8	1	1.27E-07	1.04E-07	1.21E-07	u	273	0	0	723
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-02 13:43:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	25.7		g	29.3	9.47E-06	9	1	1.36E-07	1.74E-07	1.05E-07	u	273	0	0	748
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-02 20:05:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	25		g	29.3	8.67E-06	10	1	1.05E-07	1.01E-07	9.48E-08	u	273	0	0	773
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-03 18:59:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	24.5		g	29.4	7.11E-06	11	1	7.70E-08	7.00E-08	7.76E-08	u	273	0	0	798
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-12 14:40:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	25		g	29.3	4.91E-06	12	1	6.26E-08	5.61E-08	5.57E-08	u	273	0	0	823
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-16 12:19:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	24		g	29.8	3.60E-06	13	1	4.64E-08	6.09E-08	4.32E-08	u	273	0	0	833
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-16 18:20:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	23.5		g	29.8	2.96E-06	14	1	4.82E-08	3.99E-08	3.67E-08	u	273	0	0	843
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-17 14:39:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	23.7		g	29.9	2.58E-06	15	1	4.79E-08	5.69E-08	3.18E-08	u	273	0	0	848
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-18 11:30:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	25.3		g	30.2	2.35E-06	16	1	2.97E-08	2.69E-08	2.87E-08	u	273	0	0	853
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-08 16:45:50	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.1	230.4		g	-44.2	8.68E-06	1	1	2.55E-07	1.04E-07	1.58E-07	u	273	0	0	273
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-11 17:05:58	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2	228.9		g	-44.8	8.17E-06	2	1	2.02E-07	1.07E-07	1.68E-07	u	273	0	0	77
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-18 09:46:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	232.7		g	-48.1	8.70E-06	3	1	3.87E-07	1.18E-07	1.53E-07	u	273	0	0	373
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-18 17:01:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	239.2		g	-53.1	9.86E-06	4	1	2.35E-07	1.66E-07	1.56E-07	u	273	0	0	473
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-19 12:47:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	241.2		g	-54.5	8.83E-06	5	1	2.32E-07	1.22E-07	1.29E-07	u	273	0	0	573
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-25 12:27:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	241.6		g	-55.1	7.61E-06	6	1	2.20E-07	1.20E-07	1.16E-07	u	273	0	0	623
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-26 09:21:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	242		g	-54.8	6.92E-06	7	1	1.89E-07	1.25E-07	1.08E-07	u	273	0	0	673
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-04-26 16:51:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	243.9		g	-55.3	6.24E-06	8	1	1.18E-07	1.35E-07	9.17E-08	u	273	0	0	723
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-02 13:44:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	243.2		g	-54.6	5.65E-06	9	1	1.34E-07	7.89E-08	5.50E-08	u	273	0	0	748
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-02 20:07:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	243.5		g	-55.3	5.11E-06	10	1	9.98E-08	8.30E-08	7.08E-08	u	273	0	0	773
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-03 19:00:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	244		g	-55.2	4.30E-06	11	1	7.58E-08	9.48E-08	6.47E-08	u	273	0	0	798
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-12 14:43:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	242.3		g	-55.6	2.80E-06	12	1	6.37E-08	4.71E-08	3.87E-08	u	273	0	0	823
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-16 12:21:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	242		g	-55	2.01E-06	13	1	4.07E-08	3.98E-08	3.22E-08	u	273	0	0	833
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-16 18:21:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	241.6		g	-55.7	1.60E-06	14	1	3.55E-08	2.67E-08	2.31E-08	u	273	0	0	843
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-17 14:41:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	239.4		g	-56	1.41E-06	15	1	2.62E-08	2.92E-08	2.23E-08	u	273	0	0	848
This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-18 11:32:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	242.1		g	-56	1.29E-06	16	1	2.62E-08	2.71E-08	2.10E-08	u	273	0	0	853
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-08 16:47:27	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.5	245.4		g	-49.3	1.86E-05	1	1	4.32E-07	2.18E-07	1.41E-07	u	273	0	0	273
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-11 17:07:35	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.2	246.5		g	-48.9	1.64E-05	2	1	5.64E-07	2.71E-07	1.31E-07	u	273	0	0	77
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-18 09:48:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	248.2		g	-49.8	1.67E-05	3	1	7.56E-07	3.70E-07	1.47E-07	u	273	0	0	373
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-18 17:02:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	251.3		g	-53.4	1.82E-05	4	1	3.15E-07	2.27E-07	1.46E-07	u	273	0	0	473
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-19 12:49:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	252.9		g	-54.1	1.76E-05	5	1	5.64E-07	3.05E-07	1.53E-07	u	273	0	0	573
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-25 12:28:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	254.9		g	-54.4	1.62E-05	6	1	3.36E-07	2.63E-07	2.35E-07	u	273	0	0	623
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-26 09:25:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	254.7		g	-54.2	1.47E-05	7	1	3.01E-07	2.60E-07	1.82E-07	u	273	0	0	673
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-04-26 16:53:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	255.9		g	-54.3	1.32E-05	8	1	3.23E-07	2.36E-07	1.66E-07	u	273	0	0	723
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-02 13:47:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	256.8		g	-54.9	1.19E-05	9	1	2.42E-07	1.78E-07	1.34E-07	u	273	0	0	748
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-02 20:08:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	253.7		g	-54.5	1.07E-05	10	1	1.92E-07	1.58E-07	1.33E-07	u	273	0	0	773
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-03 19:02:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	250.3		g	-54.6	9.15E-06	11	1	3.17E-07	2.01E-07	9.85E-08	u	273	0	0	798
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-12 14:44:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	253.6		g	-54.7	5.96E-06	12	1	1.21E-07	9.54E-08	7.30E-08	u	273	0	0	823
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-16 12:23:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	254.4		g	-54.2	4.55E-06	13	1	9.03E-08	6.93E-08	6.54E-08	u	273	0	0	833
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-16 18:23:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	254.6		g	-55	3.86E-06	14	1	7.73E-08	5.92E-08	5.54E-08	u	273	0	0	843
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-17 14:43:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	253.4		g	-55.4	3.47E-06	15	1	9.02E-08	4.76E-08	4.65E-08	u	273	0	0	848
This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-18 11:34:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	256		g	-55.2	3.18E-06	16	1	7.79E-08	4.73E-08	4.20E-08	u	273	0	0	853
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-08 16:51:20	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.5	49.2		g	-49	3.34E-06	1	1	1.05E-07	1.04E-07	1.95E-08	u	273	0	0	273
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-11 17:11:35	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.1	48.2		g	-48.5	3.14E-06	2	1	7.50E-08	8.62E-08	1.68E-08	u	273	0	0	77
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-18 09:51:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	47.4		g	-48.9	3.15E-06	3	1	1.23E-07	1.16E-07	2.31E-08	u	273	0	0	373
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-18 17:05:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	47		g	-48.9	3.18E-06	4	1	4.87E-08	5.69E-08	2.21E-08	u	273	0	0	473
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-19 12:52:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	47.6		g	-49	3.10E-06	5	1	7.78E-08	6.96E-08	2.37E-08	u	273	0	0	573
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-25 12:33:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	45.3		g	-48.4	3.08E-06	6	1	6.10E-08	7.53E-08	2.76E-08	u	273	0	0	623
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-26 09:28:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	45.4		g	-48.7	2.98E-06	7	1	6.61E-08	7.19E-08	2.31E-08	u	273	0	0	673
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-04-26 16:56:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	44.3		g	-48.8	2.89E-06	8	1	9.20E-08	1.05E-07	2.35E-08	u	273	0	0	723
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-02 13:51:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	43.8		g	-48.6	2.80E-06	9	1	8.01E-08	7.13E-08	2.51E-08	u	273	0	0	748
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-02 20:12:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	45.3		g	-48.8	2.70E-06	10	1	7.92E-08	7.88E-08	1.95E-08	u	273	0	0	773
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-03 19:06:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	45.2		g	-48.1	2.54E-06	11	1	7.84E-08	6.22E-08	2.28E-08	u	273	0	0	798
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-12 14:47:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	45		g	-48.2	2.09E-06	12	1	5.06E-08	5.26E-08	1.75E-08	u	273	0	0	823
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-16 12:26:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	43.9		g	-48.1	1.67E-06	13	1	3.40E-08	3.40E-08	1.35E-08	u	273	0	0	833
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-16 18:26:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	43.8		g	-47.7	1.10E-06	14	1	3.80E-08	3.35E-08	1.03E-08	u	273	0	0	843
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-17 14:46:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	45.4		g	-47.3	9.03E-07	15	1	2.32E-08	2.48E-08	7.28E-09	u	273	0	0	848
This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-18 11:37:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	45.6		g	-46.2	8.32E-07	16	1	1.77E-08	1.23E-08	7.01E-09	u	273	0	0	853
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-08 16:53:00	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.5	51.1		g	-34.2	1.83E-05	1	1	5.91E-07	5.06E-07	1.23E-07	u	273	0	0	273
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-11 17:14:05	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.9	49.5		g	-34.3	1.82E-05	2	1	6.77E-07	6.18E-07	1.30E-07	u	273	0	0	77
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-18 09:52:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	52.7		g	-34.9	1.80E-05	3	1	1.81E-07	1.99E-07	1.12E-07	u	273	0	0	373
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-18 17:07:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	50.3		g	-35.2	1.82E-05	4	1	4.80E-07	4.34E-07	1.15E-07	u	273	0	0	473
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-19 12:54:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	51.6		g	-35.4	1.81E-05	5	1	4.77E-07	4.23E-07	1.26E-07	u	273	0	0	573
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-25 12:35:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	52.7		g	-35.5	1.77E-05	6	1	2.69E-07	2.64E-07	1.43E-07	u	273	0	0	623
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-26 09:30:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	52.4		g	-35.9	1.68E-05	7	1	2.92E-07	2.51E-07	1.25E-07	u	273	0	0	673
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-04-26 16:58:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	51.4		g	-35.8	1.58E-05	8	1	1.85E-07	2.15E-07	1.06E-07	u	273	0	0	723
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-02 13:53:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	50.5		g	-35.9	1.52E-05	9	1	5.13E-07	3.93E-07	1.25E-07	u	273	0	0	748
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-02 20:14:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	53.1		g	-36.1	1.46E-05	10	1	2.64E-07	2.10E-07	9.95E-08	u	273	0	0	773
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-03 19:07:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	50.7		g	-35.9	1.35E-05	11	1	3.24E-07	2.46E-07	9.03E-08	u	273	0	0	798
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-12 14:49:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	50.5		g	-35.9	1.10E-05	12	1	1.56E-07	1.58E-07	7.33E-08	u	273	0	0	823
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-16 12:27:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	50.8		g	-36	8.54E-06	13	1	1.28E-07	1.15E-07	6.43E-08	u	273	0	0	833
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-16 18:28:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	51.2		g	-36	5.03E-06	14	1	1.04E-07	8.04E-08	4.59E-08	u	273	0	0	843
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-17 14:47:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.7	51.7		g	-36.4	3.77E-06	15	1	1.91E-07	1.43E-07	3.43E-08	u	273	0	0	848
This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-18 11:39:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	52.3		g	-35.8	3.42E-06	16	1	6.04E-08	5.37E-08	2.14E-08	u	273	0	0	853
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-08 16:54:35	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.6	62.6		g	-34.6	4.07E-06	1	1	1.51E-07	1.10E-07	3.29E-08	u	273	0	0	273
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-11 17:15:40	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.5	64.4		g	-35.7	4.07E-06	2	1	7.80E-08	7.14E-08	2.79E-08	u	273	0	0	77
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-18 09:54:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.9	62.1		g	-39.2	4.21E-06	3	1	2.45E-07	1.54E-07	3.37E-08	u	273	0	0	373
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-18 17:09:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	61.8		g	-44.3	4.77E-06	4	1	1.95E-07	1.25E-07	3.22E-08	u	273	0	0	473
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-19 12:55:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	61.9		g	-45.7	4.70E-06	5	1	1.81E-07	1.18E-07	3.79E-08	u	273	0	0	573
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-25 12:36:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	59.4		g	-46.3	4.56E-06	6	1	1.98E-07	1.52E-07	4.26E-08	u	273	0	0	623
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-26 09:32:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3	60.1		g	-47	4.32E-06	7	1	1.92E-07	1.20E-07	3.99E-08	u	273	0	0	673
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-04-26 17:00:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	59.9		g	-47.2	4.02E-06	8	1	1.28E-07	8.16E-08	4.36E-08	u	273	0	0	723
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-02 13:55:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.1	58.1		g	-47.5	3.82E-06	9	1	2.41E-07	1.15E-07	5.48E-08	u	273	0	0	748
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-02 20:15:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	61.2		g	-47.5	3.64E-06	10	1	1.94E-07	1.02E-07	4.04E-08	u	273	0	0	773
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-03 19:09:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	59.4		g	-47.5	3.36E-06	11	1	1.82E-07	9.15E-08	4.03E-08	u	273	0	0	798
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-12 14:50:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	59.9		g	-47.9	2.79E-06	12	1	8.20E-08	5.17E-08	3.02E-08	u	273	0	0	823
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-16 12:29:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	58.9		g	-48.5	2.30E-06	13	1	9.53E-08	5.90E-08	2.46E-08	u	273	0	0	833
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-16 18:29:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.1	55.9		g	-48.9	1.59E-06	14	1	8.85E-08	7.04E-08	1.31E-08	u	273	0	0	843
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-17 14:49:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3	58.6		g	-47.4	1.33E-06	15	1	5.95E-08	3.58E-08	1.46E-08	u	273	0	0	848
This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-18 11:41:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	59.1		g	-46.7	1.22E-06	16	1	4.42E-08	2.34E-08	1.33E-08	u	273	0	0	853
This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-04-08 16:56:12	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.5	73.5		g	-49.9	3.96E-06	1	1	3.95E-08	7.81E-08	5.67E-08	u	273	0	0	273
