,age,age_high,age_low,age_unit,bed_dip,bed_dip_direction,citations,description,dir_alpha95,dir_dec,dir_inc,dir_n_specimens,geologic_classes,geologic_types,height,lat,lithologies,location,lon,method_codes,site,vgp_lat,vgp_lon,dir_k,dir_n_samples,dir_polarity,dir_tilt_correction,result_type,age_sigma,criteria,dir_comp_name,dir_n_specimens_lines,dir_n_specimens_planes,dir_r,result_quality,samples,software_packages,specimens,vgp_dm,vgp_dp,average_alpha95,average_dec,average_inc,average_k,average_lat,average_lon,average_n,average_nn,average_r,data_type,er_citation_names,er_location_names,er_site_names,er_specimen_names,magic_method_codes,magic_software_packages,pmag_criteria_codes,pmag_result_name,tilt_correction,vgp_n,formation,site_alternatives,analysts,member,average_age_high,average_age_low,average_age_unit,conglomerate_test,contact_test,external_database_ids,external_database_names,fold_test,fold_test_significance,percent_reversed,pole_comp_name,result_description,reversal_test,rock_magnetic_test,tilt_alpha95_corr,tilt_alpha95_uncorr,tilt_dec_corr,tilt_dec_uncorr,tilt_inc_corr,tilt_inc_uncorr,tilt_k_corr,tilt_k_ratio,tilt_k_uncorr,tilt_n,vgp_alpha95,average_age,average_age_sigma,average_n_lines,average_n_planes,er_analyst_mail_names
182,1094.0,1100.0,1090.0,,,,This study,,5.6,294.2,43.7,,Extrusive:Igneous,Lava Flow,3157.0,47.0512,Basalt,Mamainse Point,275.2282,DE-BFL:FS-C-DRILL:SO-POM,MP303(113.5 to 125.6),34.58,186.83,87.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1094.0,1100.0,1090.0,,,,This study,,8.8,300.6,34.8,,Extrusive:Igneous,Lava Flow,3169.0,47.0515,Basalt,Mamainse Point,275.2278,DE-BFL:FS-C-DRILL:SO-POM,MP303(125.9 to 131.4),34.6,176.26,49.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1094.0,1100.0,1090.0,,,,This study,,3.0,302.2,45.2,,Extrusive:Igneous,Lava Flow,3174.0,47.0517,Basalt,Mamainse Point,275.2275,DE-BFL:FS-C-DRILL:SO-POM,MP303(131.4 to 141.6),40.8,182.05,518.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1094.0,1100.0,1090.0,,,,This study,,5.3,286.4,32.6,,Extrusive:Igneous,Lava Flow,3185.0,47.0519,Basalt,Mamainse Point,275.2273,DE-BFL:FS-C-DRILL:SO-POM,MP303(142.1 to 152.9),23.96,185.9,95.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1094.0,1100.0,1090.0,,,,This study,,6.1,298.5,42.6,,Extrusive:Igneous,Lava Flow,3350.0,47.0473,Basalt,Mamainse Point,275.2251,DE-BFL:FS-C-DRILL:SO-POM,MP212(0.0 to 10.2),36.95,182.88,232.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1094.0,1100.0,1090.0,,,,This study,,5.8,298.2,40.3,,Extrusive:Igneous,Lava Flow,3360.0,47.0472,Basalt,Mamainse Point,275.2248,DE-BFL:FS-C-DRILL:SO-POM,MP212(10.2 to 15.5),35.6,181.53,135.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1094.0,1100.0,1090.0,,,,This study,,6.8,295.1,43.2,,Extrusive:Igneous,Lava Flow,3366.0,47.047,Basalt,Mamainse Point,275.2246,DE-BFL:FS-C-DRILL:SO-POM,MP212(15.5 to 22.2),34.94,185.82,128.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1094.0,1100.0,1090.0,,,,This study,,6.4,295.7,38.6,,Extrusive:Igneous,Lava Flow,3372.0,47.0468,Basalt,Mamainse Point,275.2243,DE-BFL:FS-C-DRILL:SO-POM,MP212(22.2 to 30.8),33.08,182.34,142.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1094.0,1100.0,1090.0,,,,This study,,2.8,290.4,34.6,,Extrusive:Igneous,Lava Flow,3635.0,47.0431,Basalt,Mamainse Point,275.2197,DE-BFL:FS-C-DRILL:SO-POM,MP306(2.6 to 26.7),27.59,183.99,336.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1094.0,1100.0,1090.0,,,,This study,,2.4,289.6,33.3,,Extrusive:Igneous,Lava Flow,3659.0,47.0432,Basalt,Mamainse Point,275.2191,DE-BFL:FS-C-DRILL:SO-POM,MP306(26.7 to 34.2),26.46,183.9,678.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1094.0,1100.0,1090.0,,,,This study,,1.9,290.3,32.9,,Extrusive:Igneous,Lava Flow,3671.0,47.043,Basalt,Mamainse Point,275.2189,DE-BFL:FS-C-DRILL:SO-POM,MP306(39.0 to 44.5),26.76,183.17,1035.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1094.0,1100.0,1090.0,,,,This study,,5.6,294.6,40.8,,Extrusive:Igneous,Lava Flow,3677.0,47.043,Basalt,Mamainse Point,275.2188,DE-BFL:FS-C-DRILL:SO-POM,MP306(44.5 to 73.6),33.4,184.55,122.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1094.0,1100.0,1090.0,,,,This study,,6.7,277.6,15.8,,Extrusive:Igneous,Lava Flow,3706.0,47.0428,Basalt,Mamainse Point,275.2184,DE-BFL:FS-C-DRILL:SO-POM,MP306(73.6 to 96.4),11.06,185.2,60.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1094.0,1100.0,1090.0,,,,This study,,14.1,279.1,18.7,,Extrusive:Igneous,Lava Flow,3728.0,47.0428,Basalt,Mamainse Point,275.2179,DE-BFL:FS-C-DRILL:SO-POM,MP306(96.4 to 102.1),13.2,185.19,20.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1094.0,1100.0,1090.0,,,,This study,,7.9,280.9,7.2,,Extrusive:Igneous,Lava Flow,3734.0,47.0428,Basalt,Mamainse Point,275.2178,DE-BFL:FS-C-DRILL:SO-POM,MP306(102.1 to 108.4),10.06,179.67,44.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1106.0,1108.0,1105.28,,,,This study,,12.5,113.6,-63.3,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K30,45.5,202.3,55.2,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1106.0,1108.0,1105.28,,,,This study,,4.6,116.6,-62.8,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K31,47.1,200.0,393.1,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1106.0,1108.0,1105.28,,,,This study,,11.9,105.5,-55.6,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K33,35.6,197.1,42.4,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1106.0,1108.0,1105.28,,,,This study,,14.0,116.5,-55.3,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K34,42.6,190.0,44.0,4.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1106.0,1108.0,1105.28,,,,This study,,4.3,128.1,-66.7,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K35,56.3,202.5,323.5,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1106.0,1108.0,1105.28,,,,This study,,8.3,117.9,-54.6,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K36,43.1,188.3,85.2,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1106.0,1108.0,1105.28,,,,This study,,3.3,114.7,-64.3,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K37,46.8,203.3,542.8,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1106.0,1108.0,1105.28,,,,This study,,12.7,96.6,-49.9,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K38,26.4,197.8,32.3,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1106.0,1108.0,1105.28,,,,This study,,5.0,127.1,-64.9,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K39,54.9,198.9,235.8,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1106.0,1108.0,1105.28,,,,This study,,5.6,124.4,-59.2,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K40,50.1,190.1,188.6,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1106.0,1108.0,1105.28,,,,This study,,4.8,76.2,-71.9,,Extrusive,Lava Flow,,47.9,Basalt,Grand Portage,-89.7,,K42,32.2,231.4,255.0,5.0,r,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1106.0,1108.0,1105.28,,,,,,,,,,,,,,,,,,,-54.5,47.1,,,,,,,,,,,,,,,,11.5,5.7,4.3,120.2,-75.5,467.0,47.9284,270.2746,4.0,4.0,3.9936,i,This study,North Shore Volcanics,ns024,ns024b1 : ns024c1 : ns024e2 : ns024f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns024,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1106.0,1108.0,1105.28,,,,,,,,,,,,,,,,,,,-52.9,13.8,,,,,,,,,,,,,,,,4.9,4.5,3.4,126.2,-62.1,518.8,47.9124,270.2487,5.0,5.0,4.9923,i,This study,North Shore Volcanics,ns026,ns026a1 : ns026b2 : ns026c2 : ns026d1 : ns026e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns026,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1095.0,1098.0,1092.0,,,,This study,,,285.0,54.2,,Extrusive,Lava Flow,,47.60965688,Basalt,North Shore Volcanic Group:Minnesota,-90.77224503,LT-AF-Z,NS370,34.34636562,195.1869061,,5.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onion River lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1095.0,1098.0,1092.0,,,,This study,,,288.8,43.3,,Extrusive,Lava Flow,,47.61075345,Basalt,North Shore Volcanic Group:Minnesota,-90.77325863,LT-AF-Z,NS372,30.75337973,184.0350317,,4.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onion River lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1095.0,1098.0,1092.0,,,,This study,,,285.2,41.6,,Extrusive,Lava Flow,,47.61006809,Basalt,North Shore Volcanic Group:Minnesota,-90.77244775,LT-AF-Z,NS371,27.46621034,185.4744234,,4.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onion River lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1095.0,1098.0,1092.0,,,,This study,,,286.0,47.2,,Extrusive,Lava Flow,,47.73256813,Basalt,North Shore Volcanic Group:Minnesota,-90.43604193,LT-AF-Z,NS265,30.97888647,188.9671733,,3.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good Harbor Bay andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1095.0,1098.0,1092.0,,,,This study,,,285.5,56.0,,Extrusive,Lava Flow,,47.73453979,Andesite,North Shore Volcanic Group:Minnesota,-90.42501636,LT-AF-Z,NS367,35.80920156,196.9105739,,5.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good Harbor Bay andesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1095.0,1098.0,1092.0,,,,This study,,,285.2,38.7,,Extrusive,Lava Flow,,47.76532723,Basalt,North Shore Volcanic Group:Minnesota,-90.33460283,LT-AF-Z,NS365,26.03472707,184.1171014,,4.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croftville lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1095.0,1098.0,1092.0,,,,This study,,,292.9,43.5,,Extrusive,Lava Flow,,47.76702215,Basalt,North Shore Volcanic Group:Minnesota,-90.26737951,LT-AF-Z,NS362,33.62101046,181.6480653,,5.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croftville lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1095.0,1098.0,1092.0,,,,This study,,,295.5,25.7,,Extrusive,Lava Flow,,47.77600067,Basalt,North Shore Volcanic Group:Minnesota,-90.20147585,LT-AF-Z,NS226,27.03514078,169.925398,,3.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Cliff basalts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1095.0,1098.0,1092.0,,,,This study,,,287.9,53.8,,Extrusive,Lava Flow,,47.78890296,Rhyolite,North Shore Volcanic Group:Minnesota,-90.17323865,LT-AF-Z,NS375,36.03797309,193.4908372,,5.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimball Creek rhyolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1095.0,1098.0,1092.0,,,,This study,,,298.4,46.9,,Extrusive,Lava Flow,,47.79577622,Basalt,North Shore Volcanic Group:Minnesota,-90.13329374,LT-AF-Z,NS229,39.11629045,180.2976478,,3.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kadunce icelandite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1095.0,1098.0,1092.0,,,,This study,,,296.1,43.6,,Extrusive,Lava Flow,,47.79860756,Basalt,North Shore Volcanic Group:Minnesota,-90.10516022,LT-AF-Z,NS227,35.82320388,179.5083491,,5.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marr Island lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1095.0,1098.0,1092.0,,,,This study,,,290.6,47.9,,Extrusive,Lava Flow,,47.80570607,Basalt,North Shore Volcanic Group:Minnesota,-90.09270441,LT-AF-Z,NS378,34.43554321,186.6695934,,5.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marr Island lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1095.0,1098.0,1092.0,,,,This study,,,264.5,38.2,,Extrusive,Lava Flow,,47.822107,Basalt,North Shore Volcanic Group:Minnesota,-90.0612863,LT-AF-Z,NS269,12.2071707,198.5502682,,3.0,n,100.0,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marr Island lavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,24.9,185.2,,,,,,,,,,,,,,,,5.7,8.7,6.6,283.5,38.7,192.0,47.7341,269.5708,4.0,4.0,3.9844,i,This study,North Shore Volcanics,ns002,ns002b1 : ns002c1 : ns002d1 : ns002f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns002,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,32.0,188.9,,,,,,,,,,,,,,,,3.8,5.0,3.8,286.9,47.9,412.9,47.7371,269.5886,5.0,5.0,4.9903,i,This study,North Shore Volcanics,ns003,ns003a1 : ns003b1 : ns003d2 : ns003e1 : ns003f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns003,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,34.0,186.7,,,,,,,,,,,,,,,,5.6,7.4,5.6,290.0,47.8,186.1,47.7328,269.5637,5.0,5.0,4.9785,i,This study,North Shore Volcanics,ns004,ns004a1 : ns004c1 : ns004e1 : ns004f1 : ns004g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns004,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,35.3,172.4,,,,,,,,,,,,,,,,4.5,7.0,5.3,299.8,37.6,298.6,47.7254,269.557,4.0,4.0,3.99,i,This study,North Shore Volcanics,ns005,ns005b1 : ns005c1 : ns005e1 : ns005g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns005,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,30.5,202.1,,,,,,,,,,,,,,,,11.2,12.3,9.3,277.0,56.1,72.7,47.743,269.6176,5.0,5.0,4.9518,i,This study,North Shore Volcanics,ns016,ns016a1 : ns016b1 : ns016c1 : ns016e2 : ns016f1,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns016,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,31.4,150.7,,,,,,,,,,,,,,,,6.3,12.0,9.1,311.4,12.2,71.2,47.7767,269.7907,5.0,5.0,4.9439,i,This study,North Shore Volcanics,ns018,ns018a1 : ns018b1 : ns018c1 : ns018e2 : ns018g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns018,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,27.7,202.7,,,,,,,,,,,,,,,,5.1,5.8,4.4,273.9,54.8,302.0,47.7417,269.6094,5.0,5.0,4.9868,i,This study,North Shore Volcanics,ns019,ns019a1 : ns019b1 : ns019c1 : ns019d2 : ns019e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns019,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,26.1,159.1,,,,,,,,,,,,,,,,4.1,7.9,6.0,302.3,12.7,161.5,47.7786,269.8093,5.0,5.0,4.9752,i,This study,North Shore Volcanics,ns020,ns020a1 : ns020b1 : ns020c1 : ns020d1 : ns020e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns020,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,36.0,160.1,,,,,,,,,,,,,,,,1.9,3.3,2.5,308.1,27.5,936.0,47.7771,269.7795,5.0,5.0,4.9957,i,This study,North Shore Volcanics,ns021,ns021a1 : ns021b1 : ns021c1 : ns021d2 : ns021e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns021,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,36.5,171.8,,,,,,,,,,,,,,,,4.2,6.5,4.9,301.3,38.1,255.9,47.7965,269.8714,5.0,5.0,4.9863,i,This study,North Shore Volcanics,ns022,ns022a1 : ns022b1 : ns022c1 : ns022e1 : ns022f1,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns022,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,29.4,161.0,,,,,,,,,,,,,,,,1.7,3.2,2.4,303.1,19.6,997.3,47.7763,269.799,5.0,5.0,4.996,i,This study,North Shore Volcanics,ns023,ns023a1 : ns023b1 : ns023c1 : ns023e1 : ns023g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns023,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,25.5,178.4,,,,,,,,,,,,,,,,2.7,4.5,3.4,288.6,32.7,501.3,47.7671,269.6682,5.0,5.0,4.992,i,This study,North Shore Volcanics,ns028,ns028a1 : ns028b1 : ns028c1 : ns028e2 : ns028f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns028,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,26.4,178.8,,,,,,,,,,,,,,,,3.2,5.2,3.9,289.2,33.9,394.3,47.799,269.8944,5.0,5.0,4.9899,i,This study,North Shore Volcanics,ns030,ns030a1 : ns030b1 : ns030c1 : ns030d2 : ns030f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns030,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,25.2,179.0,,,,,,,,,,,,,,,,1.7,2.8,2.1,288.0,32.9,1287.4,47.7689,269.6691,5.0,5.0,4.9969,i,This study,North Shore Volcanics,ns031,ns031a1 : ns031b1 : ns031c1 : ns031d2 : ns031f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns031,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1095.0,1098.0,1092.0,,,,,,,,,,,,,,,,,,,27.1,184.0,,,,,,,,,,,,,,,,3.9,5.9,4.5,286.0,39.7,284.8,47.7319,269.5571,5.0,5.0,4.986,i,This study,North Shore Volcanics,ns032,ns032a1 : ns032b1 : ns032c1 : ns032e1 : ns032f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns032,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,44.0,185.6,,,,,,,,,,,,,,,,5.6,6.3,4.8,299.7,54.2,259.8,47.0167,268.3397,5.0,5.0,4.9846,i,This study,North Shore Volcanics,ns034,ns034a1 : ns034b1 : ns034c1 : ns034d1 : ns034g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns034,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,41.0,191.2,,,,,,,,,,,,,,,,1.9,2.1,1.6,293.8,55.9,2377.3,47.0182,268.3401,5.0,5.0,4.9983,i,This study,North Shore Volcanics,ns035,ns035a1 : ns035b1 : ns035c2 : ns035d2 : ns035e2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns035,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,42.4,187.7,,,,,,,,,,,,,,,,8.2,9.1,7.0,297.0,54.6,193.5,47.0163,268.3397,4.0,4.0,3.9871,i,This study,North Shore Volcanics,ns036,ns036a1 : ns036b1 : ns036d1 : ns036f1,DE-FM-LP : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns036,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,39.2,188.6,,,,,,,,,,,,,,,,3.7,4.2,3.2,293.4,53.3,577.7,47.0202,268.3402,5.0,5.0,4.9931,i,This study,North Shore Volcanics,ns037,ns037a1 : ns037b1 : ns037c2 : ns037f2 : ns037g1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns037,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,22.2,177.6,,,,,,,,,,,,,,,,5.9,9.8,7.5,286.0,29.2,104.6,46.9541,268.2268,5.0,5.0,4.9618,i,This study,North Shore Volcanics,ns038,ns038a1 : ns038b1 : ns038c1 : ns038d1 : ns038f1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns038,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,25.0,178.3,,,,,,,,,,,,,,,,1.6,2.6,2.0,287.6,33.0,1438.9,46.953,268.2244,5.0,5.0,4.9972,i,This study,North Shore Volcanics,ns039,ns039a1 : ns039b1 : ns039c1 : ns039d2 : ns039e1,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns039,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1096.18,1096.75,1093.94,,,,,,,,,,,,,,,,,,,37.9,193.3,,,,,,,,,,,,,,,,3.9,4.2,3.2,289.5,55.6,587.6,46.925,268.1793,5.0,5.0,4.9932,i,This study,North Shore Volcanics,ns040,ns040a1 : ns040b1 : ns040c1 : ns040e2 : ns040f2,DE-FM : DE-DI,pmagpy-2.03,DE-SITE,VGP: Site ns040,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
