tab 	samples
azimuth	citations	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	sample	site	specimens
185.0	This study	oriented core	-86						Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-117.9	SI5b(115.0 to 120.2)	
	This study			117.4	-56.6	1	1	100	Igneous:Extrusive	Lava Flow	48.7388	Basaltic Lava	272.3145		SI5b-117.90	SI5b(115.0 to 120.2)	SI5b-117.90a
193.0	This study	oriented core	-85						Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-118.2	SI5b(115.0 to 120.2)	
187.0	This study	oriented core	-74	119.0	-54.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-118.25	SI5b(115.0 to 120.2)	SI5b-118.25-D
159.0	This study	oriented core	-64	122.7	-60.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-13.6	SI5b(3.2 to 30.7)	SI5b-13.6-D
221.0	This study	oriented core	-32	103.0	-55.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-133.3	SI5b(132.4 to 171.9)	SI5b-133.3-D
189.0	This study	oriented core	-38	104.7	-54	1	1	100	Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-133.4	SI5b(132.4 to 171.9)	SI5b-133.4-D
160.0	This study	oriented core	-34	110.8	-56.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-14.4	SI5b(3.2 to 30.7)	SI5b-14.4-D
167.0	This study	oriented core	-25	113.1	-54.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-14.7	SI5b(3.2 to 30.7)	SI5b-14.7-D
265.0	This study	oriented core	-80						Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-146.0	SI5b(132.4 to 171.9)	
	This study			161.3	-72.9	1	1	100	Igneous:Extrusive	Lava Flow	48.7385	Basaltic Lava	272.3136		SI5b-146.00	SI5b(132.4 to 171.9)	SI5b-146.00a
247.0	This study	oriented core	-86	106.5	-68.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-146.3	SI5b(132.4 to 171.9)	SI5b-146.3-D
220.0	This study	oriented core	-79	106.2	-63.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-146.5	SI5b(132.4 to 171.9)	SI5b-146.5-D
174.0	This study	oriented core	-33	103.7	-51.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-15.0	SI5b(3.2 to 30.7)	SI5b-15.0-D
36.0	This study	oriented core	-22	111.7	-58.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-15.5	SI5b(3.2 to 30.7)	SI5b-15.5-D
70.0	This study	oriented core	-33	99.0	-61.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-159.7	SI5b(132.4 to 171.9)	SI5b-159.7-D
297.0	This study	oriented core	-37	114.4	-59.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-159.9	SI5b(132.4 to 171.9)	SI5b-159.9-D
80.0	This study	oriented core	-41	111.5	-60	1	1	100	Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-16.2	SI5b(3.2 to 30.7)	SI5b-16.2-D
54.0	This study	oriented core	-49						Extrusive:Igneous	Lava Flow	48.7385	Basalt	272.3136	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-160.0	SI5b(132.4 to 171.9)	
	This study			90.3	-62.2	1	1	100	Igneous:Extrusive	Lava Flow	48.7385	Basaltic Lava	272.3136		SI5b-160.00	SI5b(132.4 to 171.9)	SI5b-160.00a
13.0	This study	oriented core	-22	284.9	59.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7376	Basalt	272.3066	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-184.2	SI5b(183.4 to 188.7)	SI5b-184.2-A:SI5b-184.2-D
294.0	This study	oriented core	-60	116.1	-62.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7376	Basalt	272.3066	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-184.3	SI5b(183.4 to 188.7)	SI5b-184.3-A:SI5b-184.3-D
4.0	This study	oriented core	-8	118.7	-62.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7376	Basalt	272.3066	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-184.5	SI5b(183.4 to 188.7)	SI5b-184.5-A:SI5b-184.5-D
114.0	This study	oriented core	-29	107.0	-56.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7376	Basalt	272.3066	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-185.7	SI5b(183.4 to 188.7)	SI5b-185.7-A:SI5b-185.7-D
164.0	This study	oriented core	-39	121.8	-62.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7376	Basalt	272.3066	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-186.2	SI5b(183.4 to 188.7)	SI5b-186.2-A:SI5b-186.2-D
236.0	This study	oriented core	-13	117.9	-60.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7376	Basalt	272.3066	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-186.5	SI5b(183.4 to 188.7)	SI5b-186.5-A:SI5b-186.5-D
185.0	This study	oriented core	-92	101.1	-67.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-198.3	SI5b(197.5 to 216.7)	SI5b-198.3-D
159.0	This study	oriented core	-107						Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-198.4	SI5b(197.5 to 216.7)	
146.0	This study	oriented core	-87	74.1	-75.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-198.6	SI5b(197.5 to 216.7)	SI5b-198.6-D
221.0	This study	oriented core	-67	108.8	-70.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-198.8	SI5b(197.5 to 216.7)	SI5b-198.8-D
181.0	This study	oriented core	-65	100.6	-65	1	1	100	Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-212.4	SI5b(197.5 to 216.7)	SI5b-212.4-D
207.0	This study	oriented core	-73						Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-212.6	SI5b(197.5 to 216.7)	
305.0	This study	oriented core	-71	97.2	-70.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-214.0	SI5b(197.5 to 216.7)	SI5b-214.0-D
289.0	This study	oriented core	-91	102.9	-68.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7373	Basalt	272.3065	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-214.2	SI5b(197.5 to 216.7)	SI5b-214.2-D
158.0	This study	oriented core	-59	100.6	-47.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-57.6	SI5b(57.2 to 63.3)	SI5b-57.6-D
321.0	This study	oriented core	-27	98.3	-44.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-57.65	SI5b(57.2 to 63.3)	SI5b-57.65-D
165.0	This study	oriented core	-57	95.7	-34.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-57.7	SI5b(57.2 to 63.3)	SI5b-57.7-D
135.0	This study	oriented core	-44	98.6	-49.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-58.0	SI5b(57.2 to 63.3)	SI5b-58.0-D
140.0	This study	oriented core	-46	101.1	-45	1	1	100	Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-58.05	SI5b(57.2 to 63.3)	SI5b-58.05-D
130.0	This study	oriented core	-70						Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-58.1	SI5b(57.2 to 63.3)	
	This study	oriented core	-90						Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-58.65	SI5b(57.2 to 63.3)	
203.0	This study	oriented core	-74	94.2	-34.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7402	Basalt	272.3162	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-58.7	SI5b(57.2 to 63.3)	SI5b-58.7-D
356.0	This study	oriented core	-45						Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-6.0	SI5b(3.2 to 30.7)	
219.0	This study	oriented core	-68						Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-65.0	SI5b(64.6 to 70.4)	
95.0	This study	oriented core	-89	96.5	-54.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-65.1	SI5b(64.6 to 70.4)	SI5b-65.1-D
260.0	This study	oriented core	-87	97.2	-53.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-65.2	SI5b(64.6 to 70.4)	SI5b-65.2-D
229.0	This study	oriented core	-38	92.7	-45.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-65.4	SI5b(64.6 to 70.4)	SI5b-65.4-D
277.0	This study	oriented core	-90	96.2	-49.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-68.35	SI5b(64.6 to 70.4)	SI5b-68.35-D
283.0	This study	oriented core	-77	282.1	-26.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-68.4	SI5b(64.6 to 70.4)	SI5b-68.4-D
278.0	This study	oriented core	-102	113.2	-47.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7401	Basalt	272.3159	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-68.45	SI5b(64.6 to 70.4)	SI5b-68.45-D
68.0	This study	oriented core	-34						Extrusive:Igneous	Lava Flow	48.7408	Basalt	272.3235	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-7.1	SI5b(3.2 to 30.7)	
146.0	This study	oriented core	-72	94.9	-53.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3155	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-74.0	SI5b(72.6 to 79.0)	SI5b-74.0-D
229.0	This study	oriented core	-83	99.5	-51	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3155	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-74.25	SI5b(72.6 to 79.0)	SI5b-74.25-D
208.0	This study	oriented core	-67	96.1	-51.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3155	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-74.3	SI5b(72.6 to 79.0)	SI5b-74.3-D
16.0	This study	oriented core	-10	98.6	-50.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3155	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-75.4	SI5b(72.6 to 79.0)	SI5b-75.4-D
228.0	This study	oriented core	-42	100.8	-46.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3155	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-76.0	SI5b(72.6 to 79.0)	SI5b-76.0-D
238.0	This study	oriented core	-24	92.3	-43.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3155	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-76.2	SI5b(72.6 to 79.0)	SI5b-76.2-D
272.0	This study	oriented core	-29						Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-0.30	SI6(0.0 to 3.0)	
27.0	This study	oriented core	-19						Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-0.50	SI6(0.0 to 3.0)	
161.0	This study	oriented core	-26	98.5	-59.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-0.70	SI6(0.0 to 3.0)	SI6-0.70a
275.0	This study	oriented core	-29	112.6	-67.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-0.80	SI6(0.0 to 3.0)	SI6-0.80a
194.0	This study	oriented core	-84						Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-1.35	SI6(0.0 to 3.0)	
248.0	This study	oriented core	-67	116.3	-63	1	1	100	Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-1.40	SI6(0.0 to 3.0)	SI6-1.40a
293.0	This study	oriented core	-67	106.2	-79.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-123.90	SI6(122.3 to 127.6)	SI6-123.90a
291.0	This study	oriented core	-79	114.5	-79.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-124.00	SI6(122.3 to 127.6)	SI6-124.00a
1.0	This study	oriented core	-32	99.4	-73.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-125.30	SI6(122.3 to 127.6)	SI6-125.30a
8.0	This study	oriented core	-110	122.5	-85.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-125.80	SI6(122.3 to 127.6)	SI6-125.80a
12.0	This study	oriented core	-112						Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-125.9	SI6(122.3 to 127.6)	
12.0	This study	oriented core	-112	81.1	-82.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-125.90	SI6(122.3 to 127.6)	SI6-125.90a
257.0	This study	oriented core	-83	35.3	-73.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-126.00	SI6(122.3 to 127.6)	SI6-126.00a
279.0	This study	oriented core	-84	55.5	-70.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7439	Basalt	272.3507	FS-FD:SO-CMD-NORTH:SO-POM	SI6-126.20	SI6(122.3 to 127.6)	SI6-126.20a
181.0	This study	oriented core	-66	77.4	-59.7	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-13.35	SI6(12.0 to 28.4)	SI6-13.35a
190.0	This study	oriented core	-76	77.9	-64.4	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-13.36	SI6(12.0 to 28.4)	SI6-13.36a
154.0	This study	oriented core	-77	77.7	-68.2	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-13.45	SI6(12.0 to 28.4)	SI6-13.45a
152.0	This study	oriented core	-79	80.1	-62.7	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-13.50	SI6(12.0 to 28.4)	SI6-13.50a
177.0	This study	oriented core	-87	79.4	-63.2	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-14.20	SI6(12.0 to 28.4)	SI6-14.20a
198.0	This study	oriented core	-89	83.1	-59.1	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-14.40	SI6(12.0 to 28.4)	SI6-14.40a
201.0	This study	oriented core	-86	80.6	-64	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-14.45	SI6(12.0 to 28.4)	SI6-14.45a
127.0	This study	oriented core	-80	69.5	-62.5	1	1	100	Extrusive:Igneous	Lava Flow	48.746	Basalt	272.3606	FS-FD:SO-CMD-NORTH:SO-POM	SI6-15.00	SI6(12.0 to 28.4)	SI6-15.00a
151.0	This study	oriented core	-52	68.6	-40.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-181.60	SI6(180.6 to 188.8)	SI6-181.60a
147.0	This study	oriented core	-56	74.8	-53.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-181.75	SI6(180.6 to 188.8)	SI6-181.75a
198.0	This study	oriented core	-40	80.5	-54.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-182.20	SI6(180.6 to 188.8)	SI6-182.20a
189.0	This study	oriented core	-50	80.1	-50.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-182.30	SI6(180.6 to 188.8)	SI6-182.30a
237.0	This study	oriented core	-24	78.8	-53.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-182.40	SI6(180.6 to 188.8)	SI6-182.40a
232.0	This study	oriented core	-21	82.1	-57.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-182.50	SI6(180.6 to 188.8)	SI6-182.50a
80.0	This study	oriented core	-84	70.8	-57.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-183.00	SI6(180.6 to 188.8)	SI6-183.00a
77.0	This study	oriented core	-80	67.7	-57.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7423	Basalt	272.35	FS-FD:SO-CMD-NORTH:SO-POM	SI6-183.10	SI6(180.6 to 188.8)	SI6-183.10a
307.0	This study	oriented core	-93						Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-2.10	SI6(0.0 to 3.0)	
255.0	This study	oriented core	-44	105.2	-60.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-2.20	SI6(0.0 to 3.0)	SI6-2.20a
93.0	This study	oriented core	-23	85.1	-63.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7462	Basalt	272.3607	FS-FD:SO-CMD-NORTH:SO-POM	SI6-2.40	SI6(0.0 to 3.0)	SI6-2.40a
202.0	This study	oriented core	-77	103.0	-45.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-208.60	SI6(208.4 to 219.9)	SI6-208.60a
191.0	This study	oriented core	-78	104.2	-50.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-209.00	SI6(208.4 to 219.9)	SI6-209.00a
196.0	This study	oriented core	-86	93.3	-49.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-209.10	SI6(208.4 to 219.9)	SI6-209.10a
191.0	This study	oriented core	-88	101.3	-59.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-209.40	SI6(208.4 to 219.9)	SI6-209.40a
189.0	This study	oriented core	-88	103.1	-55	1	1	100	Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-209.50	SI6(208.4 to 219.9)	SI6-209.50a
146.0	This study	oriented core	-101	193.6	-48.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-209.80	SI6(208.4 to 219.9)	SI6-209.80a
199.0	This study	oriented core	-112						Extrusive:Igneous	Lava Flow	48.7415	Basalt	272.3517	FS-FD:SO-CMD-NORTH:SO-POM	SI6-210.05	SI6(208.4 to 219.9)	
152.0	This study	oriented core	-72	350.5	-72	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-247.4	SI6(245.4 to 252.7)	SI6-247.4a
162.0	This study	oriented core	-91	93.3	-58.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-247.7	SI6(245.4 to 252.7)	SI6-247.7a
152.0	This study	oriented core	-80	98.1	-52.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-248.1	SI6(245.4 to 252.7)	SI6-248.1a
249.0	This study	oriented core	-54	117.5	-59	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-248.8	SI6(245.4 to 252.7)	SI6-248.8a
249.0	This study	oriented core	-48	118.7	-51.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-248.9	SI6(245.4 to 252.7)	SI6-248.9a
172.0	This study	oriented core	-49	105.9	-57.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-249.2	SI6(245.4 to 252.7)	SI6-249.2a
306.0	This study	oriented core	-29	116.3	-53.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-251.0	SI6(245.4 to 252.7)	SI6-251.0a
190.0	This study	oriented core	-53	107.1	-52.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	272.3524	FS-FD:SO-CMD-NORTH:SO-POM	SI6-251.2	SI6(245.4 to 252.7)	SI6-251.2a
217.0	This study	oriented core	-77	86.8	-68.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-274.2	SI6(268.4 to 289.5)	SI6-274.2a
224.0	This study	oriented core	-74	95.1	-69.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-274.3	SI6(268.4 to 289.5)	SI6-274.3a
301.0	This study	oriented core	-29	91.9	-65.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-274.9	SI6(268.4 to 289.5)	SI6-274.9a
126.0	This study	oriented core	-62	100.0	-71	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-275.3	SI6(268.4 to 289.5)	SI6-275.3a
15.0	This study	oriented core	-31	95.8	-62.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-276.3	SI6(268.4 to 289.5)	SI6-276.3a
184.0	This study	oriented core	-68	90.3	-61.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-277.0	SI6(268.4 to 289.5)	SI6-277.0a
292.0	This study	oriented core	-60	86.3	-68.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-277.3	SI6(268.4 to 289.5)	SI6-277.3a
266.0	This study	oriented core	-32	98.9	-64.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7399	Basalt	272.3533	FS-FD:SO-CMD-NORTH:SO-POM	SI6-277.5	SI6(268.4 to 289.5)	SI6-277.5a
139.0	This study	oriented core	-29	116.1	-61.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7393	Basalt	272.3536	FS-FD:SO-CMD-NORTH:SO-POM	SI6-291.4	SI6(289.8 to 301.1)	SI6-291.4a
226.0	This study	oriented core	-63	113.2	-65.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7393	Basalt	272.3536	FS-FD:SO-CMD-NORTH:SO-POM	SI6-291.8	SI6(289.8 to 301.1)	SI6-291.8a
182.0	This study	oriented core	-51	98.1	-56	1	1	100	Extrusive:Igneous	Lava Flow	48.7393	Basalt	272.3536	FS-FD:SO-CMD-NORTH:SO-POM	SI6-293.2	SI6(289.8 to 301.1)	SI6-293.2a
193.0	This study	oriented core	-64	96.2	-51.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7393	Basalt	272.3536	FS-FD:SO-CMD-NORTH:SO-POM	SI6-294.0	SI6(289.8 to 301.1)	SI6-294.0a
263.0	This study	oriented core	-92	100.0	-68	1	1	100	Extrusive:Igneous	Lava Flow	48.7393	Basalt	272.3536	FS-FD:SO-CMD-NORTH:SO-POM	SI6-294.4	SI6(289.8 to 301.1)	SI6-294.4a
